Word,Length,Freq_HAL,Log_Freq_HAL,NPhon,NSyll,NMorph,I_Mean_RT,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Mean_Accuracy
hating,6,1847,7.52,5,2,2,794,0.88,640.93,0.96
haul,4,1934,7.57,3,1,1,707.35,0.97,602.61,1
hauled,6,803,6.69,4,1,2,709.06,0.97,584.5,1
hauling,7,681,6.52,5,2,2,764.26,0.94,619.96,1
haunt,5,954,6.86,4,1,1,637.3,1,614.22,1
haunted,7,1925,7.56,6,2,2,640.21,0.97,623.78,0.96
haunting,8,2611,7.87,6,2,2,659.62,1,697.48,0.96
haunts,6,297,5.69,5,1,2,696.48,0.91,633.07,1
Havana,6,648,6.47,6,3,1,740.68,0.91,697.68,1
having,6,166984,12.03,5,2,2,664.37,0.94,591.43,1
Hawaii,6,9715,9.18,5,3,1,720.29,1,626.75,1
Hawaiian,8,2844,7.95,6,2,2,759.77,0.94,676.82,1
hawk,4,3597,8.19,3,1,1,577.24,0.97,579.62,1
hawks,5,1297,7.17,4,1,2,621.61,1,577.5,1
Hayes,5,6492,8.78,3,1,1,693.81,0.91,609.78,1
haywire,7,245,5.5,5,2,2,783.94,0.91,603.33,0.96
hazardous,9,2072,7.64,7,3,2,770.65,0.94,623.12,1
hazards,7,1905,7.55,6,2,2,681.97,0.94,606.11,1
haze,4,937,6.84,3,1,1,569,0.97,574.74,1
hazy,4,735,6.6,4,2,2,640.37,0.91,598.17,0.96
head,4,109089,11.6,3,1,1,523.88,1,603.04,1
headache,8,2655,7.88,5,2,2,662.03,1,616.54,1
headaches,9,2405,7.79,6,2,3,662.22,1,627.19,1
headboard,9,201,5.3,7,2,2,722.76,0.97,580.29,1
headed,6,8661,9.07,5,2,2,656.88,1,631.19,1
header,6,21960,10,4,2,2,679.72,0.97,665.32,1
headhunter,10,207,5.33,8,3,3,771.12,0.97,655.11,1
heading,7,8706,9.07,5,2,2,617.63,1,638.34,1
headings,8,1342,7.2,6,2,3,679.19,0.97,593.41,1
headless,8,1667,7.42,6,2,2,787.06,0.97,622.67,1
headlight,9,551,6.31,6,2,2,663.03,0.97,670.26,1
headlights,10,1058,6.96,7,2,3,673.91,1,645.52,1
headline,8,1983,7.59,6,2,2,649,1,614.96,1
headlines,9,1611,7.38,7,2,3,763.21,0.97,636.8,0.96
headmaster,10,308,5.73,8,3,2,703.09,1,625.56,1
headphones,10,1290,7.16,7,2,3,791.71,1,657.52,1
heads,5,17890,9.79,4,1,2,561.31,0.94,620,1
headset,7,924,6.83,6,2,2,689.26,1,622,1
headstone,9,284,5.65,7,2,2,731.85,0.97,565.56,1
headway,7,347,5.85,5,2,2,742.77,0.91,671.24,1
heal,4,4319,8.37,3,1,1,639.45,0.94,597.61,1
healer,6,3110,8.04,4,2,2,559.91,1,674,0.96
healthy,7,13347,9.5,5,2,2,592.81,0.97,605.48,1
heap,4,4315,8.37,3,1,1,649.16,0.94,562.36,1
heaps,5,884,6.78,4,1,2,689.97,0.97,587.42,1
hear,4,90309,11.41,3,1,1,581.06,0.91,572.8,1
heard,5,133757,11.8,3,1,1,595.73,1,617.33,0.96
hearing,7,28801,10.27,5,2,2,661.82,1,583.78,1
hearings,8,2834,7.95,6,2,3,676.34,1,662.75,1
hears,5,2501,7.82,4,1,2,608.13,0.94,580.37,1
heart,5,45783,10.73,4,1,1,575.41,0.97,579.96,1
heartache,9,242,5.49,6,2,2,774.07,0.97,690,1
heartbeat,9,1382,7.23,7,2,2,653.03,1,669.89,1
heartbreak,10,422,6.05,8,2,2,697.6,1,625.74,1
heartburn,9,260,5.56,7,2,2,709.23,1,638,1
heartless,9,655,6.48,7,2,2,658.61,1,602.48,1
hearts,6,8055,8.99,5,1,2,562.45,1,593.36,1
heart's,7,776,6.65,5,1,2,677.56,0.97,626.04,1
grin,4,8803,9.08,4,1,1,656.3,0.97,607.89,1
grinder,7,793,6.68,6,2,2,676.83,0.88,679,1
grinds,6,506,6.23,6,1,2,715.14,0.93,659.32,1
grinning,8,1168,7.06,6,2,2,717.44,0.97,676.62,1
grins,5,885,6.79,5,1,2,674.37,0.88,660.92,1
grip,4,7900,8.97,4,1,1,662.33,1,601.9,1
gripe,5,1429,7.26,4,1,1,661.17,0.88,640.22,0.96
gripped,7,772,6.65,5,1,2,704.29,1,661.54,0.96
gripping,8,838,6.73,6,2,2,775.97,0.97,628.29,1
grips,5,1952,7.58,5,1,2,649.97,0.94,602.73,1
grit,4,1077,6.98,4,1,1,740.45,0.91,625.04,1
gritty,6,885,6.79,5,2,2,781.68,0.89,677.44,1
grizzly,7,2443,7.8,6,2,2,709.29,1,637.7,0.96
groan,5,1014,6.92,4,1,1,632.67,0.94,603.26,1
groaning,8,560,6.33,6,2,2,768,0.91,642.42,1
groceries,9,806,6.69,7,3,3,735.76,1,675.96,1
grocery,7,3326,8.11,6,3,2,666.31,1,638.19,1
groom,5,1692,7.43,4,1,1,718.84,0.91,626.29,1
groomed,7,805,6.69,5,1,2,647.32,1,603.72,1
grooming,8,1420,7.26,6,2,2,716.42,0.91,622.3,1
grooms,6,206,5.33,5,1,2,653.72,0.97,658.81,1
groove,6,2243,7.72,4,1,1,601.68,0.94,605.79,1
grooves,7,780,6.66,5,1,2,705.81,1,602.69,1
groovy,6,915,6.82,5,2,2,643.03,0.97,653.74,1
gross,5,8314,9.03,4,1,1,563.73,0.97,613.74,1
grossly,7,1644,7.4,6,2,2,778.65,0.91,703.37,0.96
grouchy,7,219,5.39,5,2,2,645.56,0.97,642.37,1
ground,6,48767,10.79,5,1,1,547.16,0.97,578.43,1
grounded,8,1905,7.55,7,2,2,692.82,0.97,616.33,1
groundhog,9,381,5.94,8,2,2,778.31,0.97,628.96,0.96
grounding,9,1086,6.99,7,2,2,686.59,1,621.18,1
groundless,10,322,5.77,8,2,2,684.12,1,660.92,1
grounds,7,8879,9.09,6,1,2,628.55,1,595.93,1
groundwork,10,409,6.01,8,2,2,761.87,0.97,643.64,1
grouped,7,1507,7.32,5,1,2,728.56,0.94,652.93,1
grouping,8,1128,7.03,6,2,2,693.31,0.88,688.42,1
groups,6,108199,11.59,5,1,2,582.63,1,595.37,1
group's,7,2906,7.97,5,1,2,607.73,1,641.85,1
grow,4,24803,10.12,3,1,1,586.79,1,575.2,1
growing,7,32660,10.39,5,2,2,632.18,1,591.3,0.96
growl,5,616,6.42,4,1,1,603.35,0.91,609.56,1
growled,7,504,6.22,5,1,2,739.71,0.94,610.21,1
growling,8,457,6.12,6,2,2,711.53,0.97,641.19,1
grows,5,5601,8.63,4,1,2,577.5,0.97,604.56,1
growth,6,36594,10.51,4,1,2,572.06,1,583.44,1
growths,7,337,5.82,5,1,3,686.72,0.94,637,1
grub,4,184,5.21,4,1,1,706.83,0.88,657.27,0.96
grudge,6,733,6.6,4,1,1,654.19,0.97,638.22,0.96
gruesome,8,684,6.53,5,2,1,742.39,0.94,680.89,1
grumbling,9,276,5.62,8,3,2,787.35,0.91,618.44,0.96
grumpy,6,561,6.33,6,2,2,689.48,0.97,645.56,1
guarantee,9,16923,9.74,7,3,2,734.71,1,699.25,1
guaranteed,10,12132,9.4,8,3,3,722.94,1,667.13,1
guard,5,16067,9.68,4,1,1,606.28,0.91,596.11,1
guarded,7,933,6.84,6,2,2,741.09,1,647.59,1
guardian,8,9734,9.18,7,2,2,671.39,1,636.07,1
guardians,9,3514,8.16,8,2,3,703.97,0.94,677.24,0.96
guarding,8,931,6.84,6,2,2,708.28,0.97,643.28,0.96
guards,6,5481,8.61,5,1,2,638.44,1,584.52,0.96
guess,5,98363,11.5,3,1,1,597.63,1,630.36,1
guessed,7,3359,8.12,4,1,2,686.33,1,650.92,0.96
guesses,7,1738,7.46,5,2,2,787.22,0.94,668.46,1
guessing,8,3985,8.29,5,2,2,617.29,1,587.89,1
guesswork,9,307,5.73,6,2,2,764.9,0.94,690,1
guest,5,14822,9.6,4,1,1,630.26,1,619.67,1
guests,6,6316,8.75,5,1,2,627.78,1,606,1
guidance,8,5235,8.56,5,2,2,722.21,1,682.52,1
guide,5,53202,10.88,3,1,1,601.32,1,584.39,1
guidebook,9,582,6.37,6,2,2,783.85,1,638.15,1
guided,6,3531,8.17,5,2,2,633.75,0.94,648.18,1
guidelines,10,15823,9.67,7,2,3,729.63,0.97,632.85,0.96
guides,6,7646,8.94,4,1,2,646.63,1,631.32,1
guiding,7,1719,7.45,5,2,2,783.26,0.87,705.07,1
guilt,5,5016,8.52,4,1,1,607.85,1,659.75,1
guilty,6,12515,9.43,5,2,2,584.21,1,650.54,1
guitar,6,24781,10.12,5,2,1,644.45,1,631.71,1
guitars,7,4716,8.46,6,2,2,666.42,0.97,661.28,0.96
gulf,4,6445,8.77,4,1,1,723.25,0.9,574.33,1
gullible,8,1067,6.97,6,3,1,749.34,0.91,669.68,0.96
gulp,4,679,6.52,4,1,1,675.66,0.91,592.48,1
gum,3,2607,7.87,3,1,1,626.06,0.91,610.85,1
gums,4,517,6.25,4,1,2,659.1,0.88,597.93,1
gun,3,47274,10.76,3,1,1,578.41,0.97,613.59,1
gunboat,7,342,5.83,6,2,2,787.25,0.88,673.89,1
gunfire,7,591,6.38,6,2,2,663.76,0.97,648.96,1
gunmen,6,506,6.23,6,2,2,770.38,0.88,675.26,1
guns,4,24000,10.09,4,1,2,568.71,1,608,0.96
gun's,5,195,5.27,4,1,2,642.91,1,574.15,1
gunshot,7,476,6.17,6,2,2,629.28,1,600.48,1
gut,3,3726,8.22,3,1,1,679.68,0.91,600.36,1
guts,4,3719,8.22,4,1,2,616.85,1,581.21,1
gutter,6,978,6.89,4,2,1,783.83,0.94,621.18,1
gutters,7,192,5.26,5,2,2,716.5,0.94,646.33,1
guys,4,58720,10.98,3,1,2,608.82,0.97,616.7,1
guy's,5,3094,8.04,3,1,2,663.86,1,616.41,1
Gwen,4,830,6.72,4,1,1,732.8,0.91,650.43,1
gypsies,7,2646,7.88,6,2,2,689.27,0.97,665.22,0.96
habit,5,6475,8.78,5,2,1,636.56,0.94,619.04,0.96
habitual,8,569,6.34,8,3,2,746.5,0.97,687.78,1
hack,4,9825,9.19,3,1,1,671.48,0.89,610.15,1
hacked,6,2268,7.73,4,1,2,607.9,0.91,642.6,1
hackers,7,3306,8.1,5,2,3,731.78,0.97,641.7,1
hacking,7,3757,8.23,5,2,2,697.83,1,617.54,1
hadn't,6,14758,9.6,5,2,2,724.37,0.94,668.54,1
hag,3,4026,8.3,3,1,1,696.47,0.86,599.67,1
hail,4,3226,8.08,3,1,1,652.69,0.97,640.07,1
hailed,6,590,6.38,4,1,2,677.66,0.94,608.44,1
hails,5,240,5.48,4,1,2,639.32,0.88,635.85,1
hair,4,42603,10.66,3,1,1,530.85,1,553.59,1
hairbrush,9,499,6.21,7,2,2,659.39,0.97,618.75,1
haircut,7,1005,6.91,6,2,2,647.79,1,602.39,1
haircuts,8,204,5.32,7,2,3,677.94,0.94,655.7,0.96
hairless,8,1751,7.47,6,2,2,771.19,1,623.54,1
hairline,8,300,5.7,6,2,2,720.66,0.94,599.96,1
hairs,5,2049,7.63,4,1,2,586.19,0.91,565.96,1
hairstyle,9,223,5.41,7,2,2,687.35,0.94,630.14,1
hairy,5,2708,7.9,4,2,2,611.79,0.97,632.75,1
half,4,71926,11.18,3,1,1,548.41,0.97,577.28,0.96
halftime,8,345,5.84,6,2,2,620.31,0.97,660.33,1
halfway,7,3519,8.17,5,2,2,608.24,1,609.07,1
hallmark,8,1199,7.09,7,2,2,664.56,1,616.89,1
hallmarks,9,199,5.29,8,2,3,649.64,0.97,656.25,1
Halloween,9,1826,7.51,6,3,2,621.36,1,614.29,1
halls,5,2470,7.81,4,1,2,632.15,1,585.07,1
hall's,6,253,5.53,4,1,2,725.7,0.97,641.26,1
hallway,7,2200,7.7,5,2,2,741.78,0.97,644.52,0.96
hallways,8,346,5.85,6,2,3,655.76,1,648.64,1
halt,4,4028,8.3,4,1,1,601.59,0.94,576.85,1
halted,6,1200,7.09,6,2,2,642.48,0.94,634.78,1
halter,6,443,6.09,5,2,1,698.29,0.91,603.96,1
halting,7,501,6.22,6,2,2,762,0.97,600.45,1
goal,4,26030,10.17,3,1,1,544.28,0.97,631.32,1
goals,5,14806,9.6,4,1,2,513.34,0.97,585.44,1
goat,4,2562,7.85,3,1,1,628,0.97,571.54,1
gobble,6,231,5.44,4,2,1,758.62,0.88,592.89,1
god,3,129944,11.77,3,1,1,637.67,0.91,597.31,1
godfather,9,880,6.78,7,3,2,693.22,0.97,615.39,1
godmother,9,206,5.33,7,3,2,708.06,0.94,671.19,1
God's,5,15069,9.62,4,1,2,650.5,1,600.85,1
goes,4,89621,11.4,3,1,2,650.5,0.91,597.82,1
golden,6,17531,9.77,5,2,2,618.3,0.91,585.56,1
goldfish,8,1107,7.01,7,2,2,680.91,0.97,620.64,1
goldsmith,9,577,6.36,8,2,2,760.16,0.94,638.89,1
golf,4,10448,9.25,4,1,1,531.88,1,551.89,1
golfer,6,585,6.37,5,2,2,647.12,0.97,661.27,1
golfers,7,520,6.25,6,2,3,685.2,0.94,620.63,1
golfing,7,418,6.04,6,2,2,678.58,0.94,587.44,1
gone,4,51800,10.86,3,1,1,604.32,0.97,567.27,1
goodbye,7,3523,8.17,5,2,2,590.82,1,587.18,1
goodies,7,3331,8.11,5,2,3,754.03,0.97,649.29,1
goodnight,9,715,6.57,6,2,2,731.06,1,592.43,1
goods,5,12257,9.41,4,1,1,623.41,0.97,590.23,1
goodwill,8,1003,6.91,6,2,2,740.31,0.97,626.56,0.96
goof,4,716,6.57,3,1,1,692.45,0.94,606.22,1
goofy,5,2191,7.69,4,2,2,617.13,0.97,659.17,1
goose,5,1790,7.49,3,1,1,718.65,1,633.88,0.96
Gordon,6,13071,9.48,5,2,1,619.66,0.88,675.46,0.96
Gordon's,8,251,5.53,6,2,2,744.32,0.91,665.08,1
gore,4,5182,8.55,3,1,1,722.55,0.94,623.93,1
gorge,5,832,6.72,4,1,1,737.86,0.88,608.56,0.96
gorgeous,8,3391,8.13,6,2,1,647.28,0.94,695.11,1
gorilla,7,1346,7.2,6,3,1,639.09,1,629.31,1
gospel,6,4360,8.38,5,2,1,697.88,1,575.71,1
gospels,7,1150,7.05,6,2,2,711.67,0.94,640.67,1
gossip,6,1819,7.51,5,2,1,599.82,1,576.69,1
Gothic,6,2762,7.92,5,2,2,684.52,0.89,663.41,1
gotten,6,28568,10.26,4,2,2,731.03,0.85,641.67,0.96
gourmet,7,1326,7.19,5,2,2,751.91,0.97,686.22,0.96
govern,6,2022,7.61,5,2,1,761.9,0.91,605.52,1
governed,8,1712,7.45,6,2,2,753,1,644.81,0.96
governing,9,2843,7.95,7,3,2,769.91,0.97,668.3,0.96
governors,9,1665,7.42,7,3,3,783.81,0.97,701.26,0.96
governor's,10,743,6.61,7,3,3,769.1,1,653.81,0.96
grab,4,10230,9.23,4,1,1,601.41,0.97,613.04,1
grabbed,7,6846,8.83,5,1,2,629.33,0.91,635.74,1
grabbing,8,2338,7.76,6,2,2,720.61,0.97,674.07,1
grabs,5,2530,7.84,5,1,2,599.87,0.91,611,0.96
grace,5,11819,9.38,4,1,1,594.68,0.97,643.46,1
graced,6,331,5.8,5,1,2,767.15,0.97,650.44,1
graceful,8,899,6.8,6,2,2,623.06,0.97,571.44,1
gracefully,10,989,6.9,7,3,3,696.37,1,646.74,1
graces,6,511,6.24,6,2,2,658.72,0.97,613.78,1
gracious,8,1146,7.04,6,2,2,721.09,1,614.56,1
graciously,10,808,6.69,8,3,3,727.57,0.88,694.78,0.96
grade,5,14834,9.6,4,1,1,570.48,1,567.57,1
graded,6,1141,7.04,6,2,2,652.43,0.91,661.3,1
grades,6,4187,8.34,5,1,2,605.18,1,625.33,1
gradient,8,1046,6.95,8,2,1,787.29,0.89,696.96,0.96
grading,7,1871,7.53,6,2,2,732.94,0.94,614.14,1
gradually,9,5543,8.62,8,3,3,667.56,1,642.85,1
graduate,8,18640,9.83,7,2,2,589.56,1,645.7,0.96
graduates,9,4042,8.3,8,2,3,639.12,0.97,634.04,0.96
graduation,10,2626,7.87,8,4,3,705.68,1,614.48,1
grain,5,6577,8.79,4,1,1,622.91,0.97,627.32,1
grains,6,2127,7.66,5,1,2,627.74,0.97,641.07,0.96
gram,4,1638,7.4,4,1,1,657.59,0.91,563.86,1
grammar,7,6044,8.71,5,2,2,681.52,0.92,641.08,1
grams,5,2593,7.86,5,1,2,713.78,0.94,631.92,1
grand,5,22146,10.01,5,1,1,645.15,0.94,607.7,1
grandma,7,1280,7.15,6,2,2,721.23,0.94,640.86,1
grandpa,7,855,6.75,6,2,2,664.5,0.97,617.59,1
grands,6,231,5.44,6,1,2,665.28,0.85,565.69,0.96
grandson,8,719,6.58,8,2,2,697.58,0.97,619.57,1
granny,6,584,6.37,5,2,2,759.64,0.92,674.04,1
grant,5,22314,10.01,5,1,1,608.66,1,609.38,1
granted,7,18221,9.81,7,2,2,628.91,1,588.58,1
granting,8,1719,7.45,7,2,2,733.58,0.94,664.38,1
grants,6,5083,8.53,6,1,2,680.78,0.97,595.04,1
Grant's,7,707,6.56,6,1,2,706.63,0.88,628.71,1
grapefruit,10,346,5.85,8,2,2,721.71,1,647.89,1
grapes,6,1281,7.16,5,1,2,590.74,1,612.64,1
graph,5,4545,8.42,4,1,1,674.36,1,619.64,1
graphic,7,12979,9.47,6,2,2,664.47,1,625.29,0.97
graphical,9,9017,9.11,7,3,3,727.63,0.97,662.08,1
graphite,8,1092,7,6,2,2,738.96,0.88,685.86,1
graphs,6,2711,7.91,5,1,2,655.32,1,611.34,1
grasp,5,5765,8.66,5,1,1,781.85,1,615.56,1
grasping,8,1140,7.04,7,2,2,663.53,0.94,664.07,1
grass,5,7354,8.9,4,1,1,563.24,1,614,1
grasses,7,432,6.07,6,2,2,679.91,0.97,577.63,1
grassy,6,567,6.34,5,2,2,763,0.91,609.54,1
grate,5,734,6.6,4,1,1,689.69,0.94,615.56,0.96
grated,6,985,6.89,6,2,2,760.56,0.94,682.68,1
grateful,8,10278,9.24,6,2,2,574.3,0.97,659.46,1
gratefully,10,1872,7.53,7,3,3,767.18,0.88,684,1
grating,7,333,5.81,6,2,2,747.62,0.88,654.39,1
grave,5,7527,8.93,4,1,1,632.47,0.97,564.82,1
gravel,6,2399,7.78,5,2,1,651.45,0.97,621.26,1
gravely,7,360,5.89,6,2,2,726.87,0.91,699.72,0.96
graves,6,2686,7.9,5,1,2,639.21,0.97,608.88,0.96
graveyard,9,3792,8.24,8,2,2,746.7,0.97,631.59,1
gravity,7,10345,9.24,7,3,2,639.68,1,603.29,1
gravy,5,916,6.82,5,2,1,720.35,1,643.33,0.96
gray,4,12665,9.45,3,1,1,567.68,1,621.93,1
graze,5,263,5.57,4,1,1,672.1,0.94,611.96,1
grazing,7,1123,7.02,6,2,2,699.76,0.97,659.82,1
grease,6,2965,7.99,4,1,1,625.24,0.97,635.54,1
greased,7,742,6.61,5,1,2,659.97,0.97,582.92,1
greasy,6,1030,6.94,5,2,2,585.39,0.97,640.77,1
greater,7,35761,10.48,5,2,2,619.03,0.97,619.72,1
greatest,8,20710,9.94,7,2,2,628.12,1,626.71,1
greatly,7,35739,10.48,6,2,2,676.88,0.97,631.23,0.96
Greece,6,10065,9.22,4,1,1,619.25,0.97,645.46,1
Greece's,8,700,6.55,6,2,2,752.72,0.91,705.22,1
greed,5,4307,8.37,4,1,1,679.94,0.97,595.48,1
greedy,6,3000,8.01,5,2,2,784.74,1,602.33,1
Greek,5,19881,9.9,4,1,1,627.64,0.97,616.41,1
green,5,90773,11.42,4,1,1,623.47,1,565.35,1
greenhouse,10,1656,7.41,7,2,2,615.09,1,595.65,1
greenish,8,254,5.54,6,2,2,701.84,0.94,699.77,1
Greenland,9,966,6.87,8,2,2,708.47,1,634.58,1
greens,6,2067,7.63,5,1,2,625.37,1,626.29,0.96
greeting,8,1933,7.57,6,2,2,585.66,0.94,586.46,1
greetings,9,8068,9,7,2,3,619.48,0.97,614.92,0.96
Greg,4,24705,10.11,4,1,1,622.42,1,619.54,1
Gregory,7,7030,8.86,7,3,1,789.97,0.97,691.43,1
Greg's,6,529,6.27,5,1,2,635.32,0.97,635.28,1
grew,4,10672,9.28,3,1,1,663.07,0.91,587.26,0.96
grey,4,12685,9.45,3,1,1,742.97,0.97,595.04,1
greyhound,9,1633,7.4,7,2,2,761.06,1,612.59,1
grid,4,5377,8.59,4,1,1,656.84,0.94,614.33,1
grief,5,3903,8.27,4,1,1,611.15,1,577.52,1
grievances,10,825,6.72,8,3,3,765.86,0.91,680.96,1
grieve,6,571,6.35,4,1,1,694.27,0.97,649.81,1
grieving,8,411,6.02,6,2,2,774.56,0.94,687.73,1
grill,5,1495,7.31,4,1,1,600.12,0.97,692.73,1
grilled,7,369,5.91,5,1,2,626.97,0.97,567.78,0.96
grim,4,1846,7.52,4,1,1,671.58,0.97,630.21,1
gaze,4,2488,7.82,3,1,1,650,0.97,586.85,1
gazed,5,769,6.65,4,1,2,761.97,1,656.12,1
gazing,6,612,6.42,5,2,2,674.13,0.94,605.96,1
gear,4,15326,9.64,3,1,1,597.26,1,635.46,0.96
gearing,7,594,6.39,5,2,2,766.33,0.88,705.14,1
gears,5,2395,7.78,4,1,2,654.3,0.97,631,1
geese,5,640,6.46,3,1,1,757.37,0.88,706.63,1
gel,3,2476,7.81,3,1,1,671.63,0.91,612.08,1
gem,3,3223,8.08,3,1,1,698.64,1,669.04,1
gems,4,2144,7.67,4,1,2,650.47,0.91,639.68,1
gender,6,11021,9.31,5,2,1,636,1,637.39,1
genders,7,1042,6.95,6,2,2,679.12,1,685.73,0.96
general,7,148204,11.91,6,2,2,595.18,1,678.89,1
generalize,10,1174,7.07,8,3,3,757.39,1,641.37,0.96
generally,9,49991,10.82,7,3,3,684.09,0.97,687.3,1
generals,8,1915,7.56,7,2,3,580.59,0.97,654.68,1
general's,9,1026,6.93,7,2,3,711.29,1,633.12,1
generate,8,16688,9.72,7,3,2,678.22,0.97,693.57,1
generation,10,27089,10.21,8,4,3,730,1,698.62,1
generator,9,9104,9.12,8,4,3,688.41,1,649.68,1
generous,8,4648,8.44,7,3,1,689.94,1,680.31,1
genetic,7,12111,9.4,7,3,2,659.66,0.97,640.3,1
gentle,6,6694,8.81,5,2,1,659.68,1,584.43,1
gentleman,9,4731,8.46,8,3,2,729.26,1,671.35,0.96
gentlemen,9,2860,7.96,8,3,2,772.47,1,666.07,1
gently,6,9621,9.17,6,2,2,615.06,0.97,664.19,1
geography,9,3256,8.09,8,4,3,693.65,0.94,691.71,1
geology,7,2725,7.91,7,4,3,729.43,0.86,701.22,0.96
George,6,46181,10.74,4,1,1,688.37,1,662.71,1
Georgia,7,17770,9.79,5,2,2,777,0.94,685.3,1
germ,4,645,6.47,3,1,1,662.17,1,631.22,1
German,6,36685,10.51,5,2,1,666.84,0.97,672.5,1
Germans,7,5900,8.68,6,2,2,672.03,1,649.64,1
Germany,7,42638,10.66,6,3,1,691.5,1,626.5,1
Germany's,9,819,6.71,7,3,2,699.24,1,639.74,1
germs,5,428,6.06,4,1,2,586.62,1,631.88,1
gesture,7,1960,7.58,5,2,1,630.09,0.97,665,0.96
gets,4,86927,11.37,4,1,2,624.1,0.86,627.96,1
getting,7,160518,11.99,5,2,2,703.58,1,620.56,0.96
ghetto,6,1154,7.05,4,2,1,643,1,656.78,1
ghost,5,10849,9.29,4,1,1,567.41,1,556.38,1
ghosts,6,3394,8.13,5,1,2,552.11,1,575.85,0.96
giant,5,35553,10.48,5,1,1,598.47,1,625.81,1
giants,6,4491,8.41,6,1,2,589.91,0.97,643,1
gift,4,11722,9.37,4,1,1,640.82,1,590.86,1
gifted,6,1836,7.52,6,2,2,650.19,1,636.88,0.96
gifts,5,5073,8.53,5,1,2,580.1,0.97,601.46,1
giggle,6,1348,7.21,4,2,1,636.91,0.94,622.18,1
giggled,7,1465,7.29,5,2,2,743.41,0.94,644.5,1
giggles,7,703,6.56,5,2,2,644.53,0.94,627.19,0.96
Gilbert,7,4184,8.34,6,2,2,660.58,1,682.74,0.96
gingerly,8,398,5.99,7,3,2,785.06,0.91,695.92,1
girdle,6,279,5.63,4,2,1,779.55,0.97,655.74,1
girl,4,40340,10.61,3,1,1,555.78,0.97,571.19,1
girlfriend,10,7675,8.95,8,2,2,690.47,1,648.07,1
girlish,7,226,5.42,5,2,2,785.57,1,629.73,1
girls,5,26581,10.19,4,1,2,582.7,0.97,603.79,1
girl's,6,3280,8.1,4,1,2,649.26,1,609.75,1
giveaway,8,641,6.46,6,3,2,682.27,0.94,640.19,0.96
given,5,123144,11.72,4,2,2,611.36,1,602.19,1
gives,5,54544,10.91,4,1,2,653.63,0.94,606.29,1
giving,6,44099,10.69,5,2,2,667.39,0.94,650.86,1
glacier,7,712,6.57,6,2,1,696.35,1,682.14,0.97
glaciers,8,717,6.58,7,2,2,720.34,0.94,641.15,0.96
glad,4,25586,10.15,4,1,1,682.57,0.97,595.07,1
glade,5,214,5.37,4,1,1,649,0.91,632.04,1
gladiator,9,396,5.98,8,4,2,637.44,1,627.11,1
gladly,6,4172,8.34,6,2,2,698.65,0.94,609.46,1
glamorous,9,372,5.92,7,3,2,756.35,1,651.96,1
glance,6,3357,8.12,5,1,1,696.22,0.94,594.04,1
glances,7,478,6.17,7,2,2,700.44,1,597.52,1
glancing,8,711,6.57,7,2,2,661.09,1,613.6,1
glands,6,636,6.46,6,1,2,701.81,0.94,577.93,1
glare,5,908,6.81,4,1,1,602.09,0.94,617.15,1
glared,6,374,5.92,5,1,2,709.93,0.91,643.18,1
glaring,7,1213,7.1,6,2,2,744.22,0.94,687.12,1
glass,5,20768,9.94,4,1,1,572.74,0.97,589.93,1
glasses,7,8546,9.05,6,2,2,645.34,1,581.96,1
glassware,9,257,5.55,7,2,2,659.64,0.94,603.43,1
glassy,6,242,5.49,5,2,2,695.22,0.97,575.19,0.96
glaze,5,504,6.22,4,1,1,661.97,0.97,589.89,1
glazed,6,474,6.16,5,1,2,624.64,0.94,585.41,1
gleaming,8,499,6.21,6,2,2,727.43,0.91,691.5,1
glee,4,633,6.45,3,1,1,684.29,0.91,624.54,1
glide,5,1428,7.26,4,1,1,650.27,0.97,627.11,1
glimmer,7,401,5.99,5,2,1,679.84,0.94,622.79,1
glimpse,7,1684,7.43,6,1,1,669.63,1,660.24,1
glimpses,8,372,5.92,8,2,2,727.61,1,659.08,0.96
glitter,7,898,6.8,5,2,1,636.59,0.91,629.79,1
glittering,10,318,5.76,7,3,2,692.87,0.91,693.44,1
global,6,30247,10.32,5,2,2,659.89,1,617.46,1
globe,5,5452,8.6,4,1,1,622.64,1,613.48,1
globes,6,376,5.93,5,1,2,656.66,0.94,643.96,1
gloom,5,3144,8.05,4,1,1,631.94,1,590.42,1
gloomy,6,544,6.3,5,2,2,665.94,1,601.8,1
Gloria,6,3550,8.17,6,2,1,653.72,0.94,675.82,1
glories,7,373,5.92,6,2,2,692,0.91,647.54,1
glorified,9,827,6.72,8,3,3,723.69,0.97,612.25,1
glorify,7,537,6.29,7,3,2,604.59,1,631.89,1
glorious,8,2924,7.98,7,2,2,640.06,1,640.43,1
glory,5,9891,9.2,5,2,1,622.19,0.94,581.46,1
gloss,5,895,6.8,4,1,1,637.5,0.91,607,1
glossary,8,2490,7.82,7,3,2,595.15,0.97,641.61,1
glossed,7,232,5.45,5,1,2,681.23,0.97,628.93,1
glossy,6,2856,7.96,5,2,2,615.5,1,645.26,1
glove,5,2355,7.76,4,1,1,637.23,1,597.63,1
gloved,6,223,5.41,5,1,2,626.96,0.88,615.18,1
gloves,6,3969,8.29,5,1,2,622.91,0.97,598.73,1
glow,4,2584,7.86,3,1,1,595.55,0.97,594.25,1
glowing,7,2005,7.6,5,2,2,697.94,0.97,663.35,1
