"","wordlist","neg.avg","neg.sd","RT","RT.sd","avg.cor","avg.inc","Length","Freq_HAL","Log_Freq_HAL","NPhon","NSyll","NMorph","I_Mean_RT","I_Mean_Accuracy","I_NMG_Mean_RT","I_NMG_Mean_Accuracy","X","V.Mean.Sum","V.SD.Sum","V.Rat.Sum","A.Mean.Sum","A.SD.Sum","A.Rat.Sum","D.Mean.Sum","D.SD.Sum","D.Rat.Sum","V.Mean.M","V.SD.M","V.Rat.M","V.Mean.F","V.SD.F","V.Rat.F","A.Mean.M","A.SD.M","A.Rat.M","A.Mean.F","A.SD.F","A.Rat.F","D.Mean.M","D.SD.M","D.Rat.M","D.Mean.F","D.SD.F","D.Rat.F","V.Mean.Y","V.SD.Y","V.Rat.Y","V.Mean.O","V.SD.O","V.Rat.O","A.Mean.Y","A.SD.Y","A.Rat.Y","A.Mean.O","A.SD.O","A.Rat.O","D.Mean.Y","D.SD.Y","D.Rat.Y","D.Mean.O","D.SD.O","D.Rat.O","V.Mean.L","V.SD.L","V.Rat.L","V.Mean.H","V.SD.H","V.Rat.H","A.Mean.L","A.SD.L","A.Rat.L","A.Mean.H","A.SD.H","A.Rat.H","D.Mean.L","D.SD.L","D.Rat.L","D.Mean.H","D.SD.H","D.Rat.H","Val"
"48","BEAT",0.559139784946237,0.499181190233128,892.87924375298,305.691292336272,0,1,"4","33104","10.41","3","1","1","590.16","1","550","1","1007","4.38","2.2","21","5.52","2.34","21","5.59","1.94","17","5.17","2.48","6","4.21","2.08","14","5.71","2.5","7","5.43","2.34","14","6.22","1.72","9","4.88","2.03","8","4.85","2.08","13","3.86","2.41","7","5.22","2.82","9","5.75","2.01","12","6","2.24","9","5.12","1.55","8","4.38","2.22","13","4.38","2.33","8","5.33","2.8","6","5.6","2.23","15","5.44","2.55","9","5.75","1.04","8","AMB"
"83","CATCH",0.414893617021277,0.495345528759517,877.402872709296,307.334531925414,0,1,"5","22587","10.03","3","1","1","549.06","1","608.33","1","1843","5.64","1.76","22","4","2.14","21","5.47","2.35","17","5.5","2.43","6","5.73","1.58","15","4.43","2.82","7","3.79","1.81","14","4.89","2.8","9","6.12","1.64","8","5.36","1.98","14","6.29","1.25","7","3.33","1.8","9","4.5","2.32","12","5.11","2.98","9","5.88","1.46","8","5.43","1.79","14","6","1.77","8","4.17","2.23","6","3.93","2.19","15","5.11","2.98","9","5.88","1.46","8","AMB"
"110","COURT",0.53125,0.501642040544954,878.518431720199,280.141246272523,0,1,"5","57767","10.96","4","1","1","586.84","0.94","591.56","1","2814","3.52","2.09","21","4.43","2.71","21","3.94","2.48","18","4.33","2.73","6","3.14","1.83","14","4.14","3.02","7","4.57","2.65","14","4.33","2","9","3.12","2.85","8","3.38","2.06","13","3.71","2.43","7","4","2.65","9","4.75","2.83","12","4.8","2.78","10","2.88","1.64","8","3.08","1.44","13","4.25","2.82","8","4.83","3.19","6","4.27","2.6","15","3.8","3.05","10","4.12","1.73","8","AMB"
"111","COURTROOM",0.440860215053763,0.499181190233128,880.319195779966,297.297323486713,0.440860215053763,0.559139784946237,"9","985","6.89","7","2","2","721.36","0.97","666.21","1","2818","2.84","1.38","19","4.67","2.87","18","3.45","1.6","22","2.8","1.1","5","2.86","1.51","14","4.5","2.88","6","4.75","2.99","12","3.8","1.32","10","3.17","1.8","12","3.1","0.74","10","2.56","1.88","9","5.2","2.94","10","4","2.83","8","3","1.34","11","3.91","1.76","11","2.82","1.08","11","2.88","1.81","8","2.89","2.8","9","6.44","1.59","9","3.18","1.6","11","3.73","1.62","11","NEG"
"205","FIGHTER",0.478723404255319,0.502225657293811,891.160537911151,287.692937261703,0,1,"7","13334","9.5","4","2","2","649.55","0.97","672.96","1","4610","5.1","2.3","21","5.3","2.16","23","6.42","2.27","26","5.27","2.33","11","4.9","2.38","10","5.64","1.8","11","5","2.49","12","6.45","1.75","11","6.21","2.64","14","6","2.67","10","4.27","1.62","11","5.18","2.14","11","5.42","2.27","12","6.06","2.46","17","6.88","1.73","8","5.23","2.55","13","4.88","1.96","8","5.6","2.35","15","4.75","1.75","8","6.88","2.42","17","5.56","1.74","9","AMB"
"261","HANG",0.557894736842105,0.499271585874228,884.947577716315,279.126557364617,0,1,"4","17803","9.79","3","1","1","602.58","0.97","644.22","1","5584","3.1","1.84","21","4.86","2.37","21","4.61","2.12","18","3","2.37","6","3.14","1.75","14","3.71","2.56","7","5.43","2.14","14","3.56","1.33","9","5.88","2.36","8","3.08","2.02","13","3.14","1.77","7","5","2.35","9","4.75","2.49","12","5","2.67","10","4.12","1.13","8","3.38","1.98","13","2.62","1.6","8","5.5","2.88","6","4.6","2.2","15","4.8","2.57","10","4.38","1.51","8","AMB"
"268","HEADSTONE",0.51063829787234,0.50256719127228,889.114310888474,298.972871309031,0.51063829787234,0.48936170212766,"9","284","5.65","7","2","2","731.85","0.97","565.56","1","5670","2.45","1.23","20","4.18","2.51","17","3.6","2.19","20","2.8","1.64","5","2.33","1.11","15","4.33","2.16","6","4.09","2.77","11","3.89","2.03","9","3.36","2.38","11","3","1.05","10","1.9","1.2","10","4.2","2.04","10","4.14","3.24","7","4","2.16","10","3.2","2.25","10","2.75","1.29","12","2","1.07","8","3.33","3.08","9","5.12","1.25","8","3.4","2.37","10","3.8","2.1","10","NEG"
"473","REVOLUTION",0.463157894736842,0.501286139797389,903.87331791347,329.242600526437,0,1,"10","13497","9.51","8","4","2","679.36","0.97","652.21","1","10355","4.81","1.99","21","5.68","2.32","22","5.23","2.41","26","5.18","1.99","11","4.4","2.01","10","5.2","2.1","10","6.08","2.5","12","6.09","2.21","11","4.64","2.5","14","5.4","2.17","10","4.27","1.74","11","5.5","2.55","10","5.83","2.21","12","6.12","2.32","17","3.5","1.69","8","4.92","2.4","13","4.62","1.19","8","6","2.42","14","5.12","2.17","8","5.47","2.65","17","4.78","1.92","9","AMB"
"568","THICK",0.565217391304348,0.498444786279227,890.829565304588,257.550900949883,0,1,"5","11429","9.34","3","1","1","662.41","0.91","650.85","0.96","12487","4.63","1.57","19","3.13","1.98","23","5.72","2.22","18","5.25","1.91","8","4.18","1.17","11","3.91","2.3","11","2.42","1.38","12","6.2","1.69","10","5.12","2.75","8","5.33","1.97","6","4.25","1.36","12","3.55","2.25","11","2.75","1.71","12","6","2.71","7","5.55","1.97","11","4.75","1.82","12","4.43","1.13","7","2.82","1.78","11","3.42","2.19","12","5.78","2.49","9","5.67","2.06","9","AMB"
