"Word","Length","Log_Freq_HAL","NPhon","NSyll","NMorph","I_Mean_RT","I_Mean_Accuracy","I_NMG_Mean_RT","I_NMG_Mean_Accuracy"
"printing","8","10.02","7","2","2","580.82","0.97","638.54","1.00"
"prints","6","8.92","6","1","2","619.12","1.00","607.00","0.96"
"prior","5","10.26","4","1","1","632.44","0.97","600.22","1.00"
"priority","8","9.37","8","4","2","661.74","0.97","694.04","1.00"
"prism","5","8.77","5","2","1","681.78","0.94","588.50","1.00"
"prison","6","9.49","5","2","1","609.03","0.97","615.64","1.00"
"prisoner","8","8.41","6","3","2","675.45","1.00","633.57","1.00"
"prisons","7","7.75","6","2","2","618.57","0.97","598.33","1.00"
"privacy","7","9.52","7","3","2","606.15","1.00","675.52","1.00"
"private","7","10.98","6","2","2","600.33","1.00","604.93","1.00"
"privately","9","8.53","8","3","3","752.68","0.97","649.22","0.96"
"privilege","9","8.16","8","3","1","746.06","0.94","614.46","1.00"
"problem","7","12.66","7","2","1","633.70","1.00","585.96","1.00"
"proclaimed","10","7.45","8","2","3","672.21","1.00","675.11","1.00"
"prize","5","9.01","4","1","1","592.22","0.94","575.15","1.00"
"prizes","6","8.24","6","2","2","586.26","1.00","587.71","1.00"
"pro","3","10.67","3","1","1","693.00","0.97","634.48","0.96"
"probe","5","8.71","4","1","1","679.58","0.94","605.63","1.00"
"probes","6","7.28","5","1","2","697.33","1.00","663.19","1.00"
"problems","8","12.17","8","2","2","656.88","1.00","612.93","1.00"
"proceed","7","8.78","6","2","2","663.09","1.00","617.81","1.00"
"proceeding","10","7.62","8","3","3","668.34","0.97","701.04","1.00"
"proceeds","8","8.16","7","2","3","743.39","0.97","638.78","1.00"
"process","7","11.50","6","2","2","681.16","0.94","620.78","1.00"
"processing","10","10.46","8","3","3","738.47","0.94","645.63","1.00"
"prodigy","7","8.75","7","3","2","731.09","0.97","652.04","1.00"
"produce","7","10.45","6","2","2","628.42","0.97","640.64","1.00"
"produced","8","10.26","7","2","3","678.33","0.97","599.39","1.00"
"producer","8","8.95","7","3","3","643.52","0.97","610.44","1.00"
"produces","8","9.20","8","3","3","614.94","1.00","658.37","1.00"
"producing","9","9.34","8","3","3","682.85","1.00","629.04","1.00"
"product","7","11.54","7","2","2","576.28","0.97","659.86","1.00"
"production","10","10.65","8","3","3","667.61","0.97","684.20","1.00"
"products","8","11.45","8","2","3","622.85","1.00","625.30","0.96"
"profession","10","8.51","7","3","2","769.55","0.94","639.52","1.00"
"professor","9","9.81","7","3","2","720.55","1.00","602.22","1.00"
"professors","10","8.10","8","3","3","762.35","1.00","696.96","1.00"
"profile","7","9.35","6","2","1","576.41","1.00","582.11","1.00"
"profiles","8","8.07","7","2","2","667.47","1.00","631.82","1.00"
"profit","6","9.90","6","2","1","677.41","1.00","652.39","1.00"
"profits","7","9.27","7","2","2","637.97","1.00","669.46","1.00"
"porch","5","7.43","4","1","1","677.29","1.00","610.11","1.00"
"pork","4","7.93","4","1","1","603.28","0.97","579.60","1.00"
"porn","4","8.79","4","1","1","658.91","1.00","586.33","1.00"
"port","4","11.04","4","1","1","647.18","0.97","645.67","0.96"
"portable","8","9.50","7","3","2","685.34","0.97","620.70","1.00"
"portion","7","9.66","5","2","1","660.32","1.00","635.50","1.00"
"portions","8","8.49","6","2","2","669.66","1.00","662.43","1.00"
"Portland","8","9.28","8","2","2","650.62","1.00","632.48","1.00"
"portraits","9","6.91","8","2","3","758.28","0.97","691.63","1.00"
"portray","7","7.44","6","2","1","704.16","0.94","683.21","1.00"
"posed","5","7.91","4","1","2","623.26","0.94","595.27","1.00"
"poses","5","7.66","5","2","2","711.03","0.91","674.19","1.00"
"posing","6","7.38","5","2","2","711.76","1.00","598.17","1.00"
"position","8","11.88","6","3","2","625.00","0.94","664.04","1.00"
"positions","9","10.75","7","3","3","668.03","1.00","590.41","1.00"
"positive","8","10.23","7","3","2","643.32","1.00","637.81","1.00"
"possible","8","11.98","6","3","1","623.06","0.97","592.75","1.00"
"post","4","12.53","4","1","1","612.27","0.97","582.44","1.00"
"postage","7","9.83","6","2","2","771.70","1.00","687.37","1.00"
"postal","6","9.60","5","2","2","652.41","0.94","620.07","1.00"
"postcard","8","7.49","8","2","2","666.94","0.94","655.37","1.00"
"posted","6","11.81","6","2","2","718.14","1.00","613.56","1.00"
"posting","7","11.78","6","2","2","761.26","0.94","594.39","1.00"
"postponed","9","6.99","7","2","3","730.25","0.94","631.71","1.00"
"posts","5","11.08","5","1","2","612.09","1.00","602.70","1.00"
"posture","7","7.55","5","2","1","655.76","1.00","623.77","1.00"
"pot","3","9.49","3","1","1","535.79","1.00","597.56","0.96"
"potato","6","8.06","6","3","1","749.20","0.94","657.00","1.00"
"potatoes","8","7.85","7","3","2","716.52","0.94","638.27","1.00"
"potential","9","10.54","7","3","3","651.88","1.00","616.79","1.00"
"pots","4","7.85","4","1","2","656.26","1.00","590.68","1.00"
"potter","6","7.54","4","2","2","661.52","1.00","634.85","0.96"
"pottery","7","6.85","6","3","2","700.74","1.00","647.19","1.00"
"poultry","7","7.00","6","2","1","703.48","0.97","701.96","0.96"
"pounce","6","6.76","4","1","1","662.85","0.97","658.56","1.00"
"pound","5","8.94","4","1","1","591.03","0.97","589.11","1.00"
"pounded","7","6.78","6","2","2","737.97","1.00","623.17","1.00"
"pounding","8","7.61","6","2","2","655.56","1.00","647.96","1.00"
"pounds","6","9.56","5","1","2","596.19","0.97","567.17","1.00"
"pour","4","9.34","3","1","1","607.88","0.94","617.21","1.00"
"poured","6","7.76","4","1","2","644.84","0.94","643.96","1.00"
"pouring","7","7.59","5","2","2","680.06","0.97","640.63","0.96"
"poverty","7","8.93","6","3","1","654.69","0.97","631.69","1.00"
"powder","6","8.99","4","2","1","662.39","1.00","583.52","1.00"
"powdered","8","7.26","5","2","2","755.58","0.97","690.44","1.00"
"power","5","12.14","3","1","1","604.41","0.97","565.00","1.00"
"powerful","8","10.38","5","2","2","638.64","0.94","579.08","1.00"
"powerhouse","10","6.96","6","2","2","694.03","0.97","622.36","1.00"
"powerless","9","7.10","6","2","2","595.72","1.00","623.11","1.00"
"powers","6","9.81","4","1","2","560.68","1.00","587.41","1.00"
"practice","8","10.70","7","2","2","644.45","0.97","623.48","1.00"
"praised","7","7.34","5","1","2","699.22","0.97","613.56","1.00"
"prank","5","7.02","5","1","1","678.55","1.00","591.36","1.00"
"pray","4","9.17","3","1","1","623.63","0.94","602.36","1.00"
"prayed","6","7.06","4","1","2","579.56","1.00","663.39","1.00"
"prayer","6","9.23","4","1","1","593.94","1.00","623.30","1.00"
"praying","7","7.88","5","2","2","624.66","1.00","687.26","1.00"
"preached","8","6.83","5","1","2","707.50","0.97","640.08","1.00"
"precious","8","8.77","6","2","1","693.44","0.97","679.39","1.00"
"precise","7","8.82","6","2","1","665.72","1.00","691.46","1.00"
"predict","7","8.71","7","2","1","621.55","1.00","686.81","1.00"
"prefer","6","10.68","5","2","1","665.88","1.00","649.41","1.00"
"preferred","9","10.25","6","2","2","662.41","1.00","665.29","1.00"
"pregnant","8","9.25","8","2","2","597.29","1.00","670.64","1.00"
"prejudice","9","8.64","8","3","2","722.18","1.00","666.40","1.00"
"plasma","6","8.63","6","2","1","696.47","1.00","642.54","1.00"
"plastic","7","10.18","7","2","1","596.38","1.00","626.57","1.00"
"plastics","8","7.27","8","2","2","668.32","0.94","622.89","1.00"
"plate","5","9.25","4","1","1","663.33","0.97","573.12","1.00"
"plateau","7","8.19","5","2","1","688.07","0.94","675.07","1.00"
"plates","6","8.56","5","1","2","658.55","0.92","630.41","1.00"
"platform","8","10.11","8","2","1","658.97","0.97","628.17","1.00"
"platter","7","6.84","5","2","1","690.06","0.97","606.18","1.00"
"playback","8","8.01","6","2","2","626.32","1.00","631.88","1.00"
"playboy","7","7.98","5","2","2","653.97","1.00","600.25","1.00"
"played","6","11.10","4","1","2","580.85","1.00","589.21","1.00"
"player","6","10.97","4","1","2","535.47","1.00","555.78","0.96"
"players","7","11.01","5","1","3","560.94","1.00","565.54","1.00"
"player's","8","7.99","5","1","3","562.45","1.00","583.54","1.00"
"playful","7","6.93","5","2","2","630.22","0.94","612.61","1.00"
"playground","10","7.22","8","2","2","619.12","1.00","623.84","1.00"
"playing","7","11.20","5","2","2","596.97","1.00","610.68","1.00"
"plays","5","9.87","4","1","2","628.12","0.97","622.32","1.00"
"plaza","5","8.66","5","2","1","609.85","1.00","606.00","1.00"
"plea","4","7.59","3","1","1","664.13","0.94","606.15","1.00"
"plead","5","6.93","4","1","1","624.33","0.97","618.57","1.00"
"pleaded","7","6.84","6","2","2","682.47","0.94","605.46","1.00"
"pleading","8","7.13","6","2","2","716.09","0.97","672.41","0.96"
"pleasant","8","8.82","6","2","2","611.03","1.00","620.96","1.00"
"pleasantly","10","7.05","8","3","3","747.60","1.00","689.82","0.97"
"pleased","7","9.36","5","1","2","578.50","1.00","628.04","1.00"
"pleasing","8","7.42","6","2","2","561.09","0.94","595.22","1.00"
"pleasure","8","9.73","5","2","2","598.35","1.00","630.74","1.00"
"pleasures","9","7.28","6","2","3","648.63","1.00","641.85","1.00"
"pledge","6","7.86","4","1","1","594.67","1.00","617.59","0.96"
"pledged","7","6.95","5","1","2","649.37","1.00","626.89","1.00"
"plentiful","9","6.67","8","3","2","672.15","1.00","650.50","0.97"
"plenty","6","10.03","6","2","1","622.88","1.00","609.43","1.00"
"plot","4","9.76","4","1","1","623.21","1.00","590.25","1.00"
"plots","5","8.32","5","1","2","610.45","0.97","599.74","1.00"
"plotted","7","6.69","6","2","2","618.47","0.97","609.73","1.00"
"plotting","8","7.68","6","2","2","694.74","1.00","605.67","1.00"
"plug","4","9.67","4","1","1","609.44","1.00","569.11","1.00"
"plugged","7","8.26","5","1","2","592.48","0.91","674.30","0.96"
"plugging","8","7.26","6","2","2","678.09","0.94","677.96","0.97"
"plugs","5","8.27","5","1","2","585.38","0.97","562.93","1.00"
"plum","4","6.72","4","1","1","655.54","1.00","594.86","1.00"
"plumbing","8","7.17","6","2","2","651.59","0.97","645.19","1.00"
"plunge","6","7.26","5","1","1","698.55","0.97","634.44","1.00"
"plunged","7","6.98","6","1","2","644.42","0.97","626.46","1.00"
"plural","6","7.51","6","2","1","753.53","0.97","605.78","0.96"
"plus","4","11.51","4","1","1","585.44","1.00","604.50","1.00"
"Pluto","5","7.42","5","2","1","629.61","0.97","636.82","1.00"
"Plymouth","8","7.85","6","2","2","636.30","0.97","697.22","0.96"
"pocket","6","9.28","5","2","1","612.79","1.00","674.00","1.00"
"pockets","7","8.22","6","2","2","624.03","0.97","572.25","1.00"
"pods","4","6.86","4","1","2","623.06","0.91","615.04","1.00"
"poem","4","8.55","4","1","1","661.38","0.94","630.14","1.00"
"poems","5","8.20","5","1","2","615.06","0.97","606.71","1.00"
"poet","4","8.15","4","1","1","570.30","1.00","582.96","1.00"
"poetic","6","7.27","6","3","2","661.88","0.97","669.43","1.00"
"poetry","6","9.09","6","2","2","607.82","1.00","610.56","1.00"
"poets","5","7.50","5","1","2","573.12","1.00","613.04","1.00"
"point","5","12.45","4","1","1","556.12","0.97","640.07","1.00"
"pointed","7","9.87","6","2","2","633.06","1.00","601.78","1.00"
"pointer","7","9.65","5","2","2","681.34","0.97","633.48","1.00"
"pointers","8","9.51","6","2","3","629.41","1.00","639.43","1.00"
"pointing","8","9.40","6","2","2","627.58","0.94","665.00","1.00"
"pointless","9","8.40","7","2","2","624.18","1.00","622.04","1.00"
"points","6","11.47","5","1","2","625.55","0.97","609.59","1.00"
"poison","6","8.54","4","2","1","556.06","1.00","593.15","1.00"
"poisoned","8","7.00","5","2","2","731.00","0.94","686.79","1.00"
"poisoning","9","7.47","6","3","2","693.00","1.00","691.07","1.00"
"poke","4","7.86","3","1","1","703.84","0.97","568.25","1.00"
"poked","5","6.79","4","1","2","617.97","1.00","679.30","1.00"
"poker","5","8.42","4","2","2","636.56","0.94","555.85","1.00"
"poking","6","7.40","5","2","2","702.19","0.94","600.46","1.00"
"Poland","6","8.59","6","2","2","699.12","0.97","605.54","1.00"
"pole","4","8.65","3","1","1","577.09","1.00","606.48","1.00"
"poles","5","7.96","4","1","2","681.73","0.94","588.15","1.00"
"police","6","10.78","5","2","1","564.92","1.00","607.92","1.00"
"policeman","9","7.28","8","3","2","680.73","1.00","678.19","1.00"
"policy","6","10.78","6","3","1","703.07","0.97","625.44","0.96"
"polished","8","7.59","6","2","2","658.18","1.00","587.25","1.00"
"polite","6","8.70","5","2","1","640.69","0.97","626.96","1.00"
"political","9","11.14","8","4","2","628.85","1.00","632.63","1.00"
"politician","10","8.05","8","4","2","705.71","1.00","663.63","0.96"
"politics","8","9.91","8","3","1","693.66","0.97","650.96","0.96"
"polls","5","8.13","4","1","2","659.21","0.97","608.54","1.00"
"pond","4","8.19","4","1","1","560.03","0.94","554.04","1.00"
"ponder","6","7.29","5","2","1","655.64","1.00","620.11","1.00"
"pondering","9","6.86","7","3","2","659.94","1.00","656.81","1.00"
"pool","4","9.69","3","1","1","581.06","1.00","574.55","1.00"
"pooled","6","8.26","4","1","2","626.88","0.94","635.81","1.00"
"pools","5","8.10","4","1","2","640.22","0.97","588.04","0.96"
"poor","4","10.89","3","1","1","588.12","0.97","591.50","1.00"
"poorer","6","7.34","4","2","2","657.18","1.00","650.33","1.00"
"poorly","6","8.84","5","2","2","556.69","0.94","585.00","1.00"
"pop","3","10.04","3","1","1","562.42","1.00","563.93","1.00"
"popcorn","7","6.86","7","2","2","621.06","1.00","588.27","1.00"
"Pope","4","9.01","3","1","1","644.26","1.00","640.74","1.00"
"popping","7","7.69","5","2","2","739.29","1.00","670.71","1.00"
"poppy","5","6.84","4","2","1","685.94","1.00","593.48","1.00"
"pops","4","8.28","4","1","2","624.73","0.97","582.79","1.00"
"popular","7","10.63","7","3","2","601.70","0.97","574.57","1.00"
"Phoenix","7","9.64","6","2","1","596.19","0.94","650.69","1.00"
"phones","6","8.31","4","1","2","635.43","1.00","611.89","1.00"
"phony","5","7.33","4","2","1","710.47","0.97","659.78","1.00"
"photo","5","9.54","4","2","1","561.91","1.00","593.07","1.00"
"photocopy","9","7.20","8","4","2","738.47","1.00","704.19","0.96"
"photograph","10","7.91","8","3","2","683.82","1.00","676.04","0.96"
"photos","6","9.61","5","2","2","557.03","0.97","617.04","1.00"
"picked","6","9.91","4","1","2","597.09","0.97","573.65","1.00"
"physical","8","10.70","6","3","3","654.34","0.97","621.93","1.00"
"piano","5","9.13","5","3","1","560.84","0.97","610.68","1.00"
"pick","4","10.72","3","1","1","535.03","0.97","561.68","1.00"
"picking","7","9.07","5","2","2","717.65","1.00","613.31","1.00"
"pickle","6","6.89","4","2","1","679.19","0.97","559.25","1.00"
"picks","5","8.82","4","1","2","625.76","1.00","568.63","0.96"
"pickup","6","8.42","5","2","2","601.62","1.00","582.93","1.00"
"picky","5","7.66","4","2","2","614.34","0.94","573.62","1.00"
"picnic","6","7.23","6","2","1","677.48","0.97","674.88","1.00"
"picture","7","10.75","5","2","2","541.52","1.00","591.21","1.00"
"pictured","8","6.87","6","2","3","684.23","0.97","625.96","1.00"
"pictures","8","10.46","6","2","3","679.15","1.00","634.65","1.00"
"piece","5","10.74","3","1","1","620.09","1.00","615.30","1.00"
"pieces","6","10.13","5","2","2","738.97","1.00","664.42","1.00"
"pierced","7","7.38","5","1","2","628.53","0.97","672.92","1.00"
"pig","3","8.76","3","1","1","583.42","0.94","570.10","1.00"
"piglet","6","6.74","6","2","2","747.97","0.94","627.04","1.00"
"pigment","7","6.83","7","2","1","636.45","0.97","625.68","1.00"
"pigs","4","8.36","4","1","2","596.53","0.97","604.63","1.00"
"pike","4","7.80","3","1","1","651.52","0.91","570.18","1.00"
"pile","4","8.64","3","1","1","576.84","0.94","585.41","1.00"
"piles","5","7.34","4","1","2","709.38","0.94","637.85","1.00"
"pill","4","7.94","3","1","1","667.36","1.00","560.33","1.00"
"pillar","6","7.35","4","2","1","741.97","0.97","647.32","1.00"
"pillars","7","7.02","5","2","2","688.55","0.97","699.59","1.00"
"pillow","6","7.65","4","2","1","601.26","1.00","589.93","1.00"
"pillows","7","6.88","5","2","2","656.58","0.97","645.12","1.00"
"pills","5","7.86","4","1","2","646.68","0.97","575.07","1.00"
"pilot","5","9.68","5","2","1","573.77","1.00","588.46","1.00"
"pilots","6","8.69","6","2","2","663.03","0.97","603.24","1.00"
"pimp","4","6.90","4","1","1","715.22","0.94","612.27","1.00"
"pinball","7","8.45","6","2","2","666.78","0.97","620.61","1.00"
"pinch","5","7.60","4","1","1","663.73","1.00","598.65","1.00"
"pine","4","8.98","3","1","1","686.71","1.00","596.52","1.00"
"pines","5","6.88","4","1","2","665.64","0.97","592.12","1.00"
"pinhead","7","6.73","6","2","2","650.71","1.00","615.33","1.00"
"pink","4","9.48","4","1","1","568.82","1.00","588.15","1.00"
"pinned","6","7.24","4","1","2","698.91","1.00","639.33","0.96"
"pinpoint","8","6.75","7","2","2","702.11","1.00","658.00","1.00"
"pins","4","8.93","4","1","2","643.38","1.00","635.37","1.00"
"pioneer","7","8.44","6","2","1","685.06","0.94","609.15","1.00"
"pipe","4","9.41","3","1","1","671.48","0.97","569.96","1.00"
"pipeline","8","8.33","6","2","2","748.85","1.00","673.43","1.00"
"piper","5","7.72","4","2","2","640.74","0.97","602.89","0.96"
"pipes","5","8.53","4","1","2","626.26","0.97","600.78","1.00"
"pirate","6","8.75","5","2","2","695.06","1.00","650.89","1.00"
"pirates","7","8.13","6","2","3","635.06","1.00","669.44","1.00"
"piss","4","8.85","3","1","1","672.81","0.94","619.93","1.00"
"pistols","7","7.39","6","2","2","669.06","0.94","621.19","1.00"
"pit","3","9.63","3","1","1","606.91","1.00","583.18","1.00"
"pitch","5","9.08","3","1","1","614.18","1.00","627.26","1.00"
"pitched","7","7.41","4","1","2","592.18","0.97","615.93","0.96"
"pitcher","7","7.36","4","2","2","597.94","1.00","584.52","1.00"
"pitchers","8","6.82","5","2","3","643.34","0.97","584.88","1.00"
"pitching","8","7.21","5","2","2","673.74","0.91","640.29","1.00"
"Pittsburgh","10","9.22","7","2","2","690.66","1.00","604.26","1.00"
"pity","4","8.50","4","2","1","633.31","0.94","609.56","1.00"
"pixie","5","7.13","5","2","1","683.40","0.97","615.48","1.00"
"pizza","5","8.61","5","2","1","559.39","0.97","610.57","1.00"
"place","5","12.18","4","1","1","588.84","0.94","617.71","1.00"
"placed","6","10.23","5","1","2","669.66","0.97","588.03","1.00"
"placement","9","9.28","8","2","2","649.21","1.00","664.68","1.00"
"places","6","10.77","6","2","2","604.68","1.00","658.36","1.00"
"plagued","7","6.79","5","1","2","709.97","0.97","666.68","1.00"
"plains","6","8.33","5","1","2","613.34","0.94","614.26","1.00"
