"","wordlist","neg.avg","neg.sd","RT","RT.sd","avg.cor","avg.inc","Length","Freq_HAL","Log_Freq_HAL","NPhon","NSyll","NMorph","I_Mean_RT","I_Mean_Accuracy","I_NMG_Mean_RT","I_NMG_Mean_Accuracy","X","V.Mean.Sum","V.SD.Sum","V.Rat.Sum","A.Mean.Sum","A.SD.Sum","A.Rat.Sum","D.Mean.Sum","D.SD.Sum","D.Rat.Sum","V.Mean.M","V.SD.M","V.Rat.M","V.Mean.F","V.SD.F","V.Rat.F","A.Mean.M","A.SD.M","A.Rat.M","A.Mean.F","A.SD.F","A.Rat.F","D.Mean.M","D.SD.M","D.Rat.M","D.Mean.F","D.SD.F","D.Rat.F","V.Mean.Y","V.SD.Y","V.Rat.Y","V.Mean.O","V.SD.O","V.Rat.O","A.Mean.Y","A.SD.Y","A.Rat.Y","A.Mean.O","A.SD.O","A.Rat.O","D.Mean.Y","D.SD.Y","D.Rat.Y","D.Mean.O","D.SD.O","D.Rat.O","V.Mean.L","V.SD.L","V.Rat.L","V.Mean.H","V.SD.H","V.Rat.H","A.Mean.L","A.SD.L","A.Rat.L","A.Mean.H","A.SD.H","A.Rat.H","D.Mean.L","D.SD.L","D.Rat.L","D.Mean.H","D.SD.H","D.Rat.H","Val"
"455","RADICAL",0.509803921568627,0.502372550000863,1003.08603366876,529.420086659379,0,1,"7","8075","9","7","3","2","738.07","0.94","642.61","1","9807","4.36","1.92","22","5.27","2.57","22","5.21","1.87","19","3.62","1.41","8","4.79","2.08","14","5.8","2.62","10","4.83","2.55","12","4.43","1.9","7","5.67","1.78","12","4.45","1.69","11","4.27","2.2","11","4.64","2.5","11","5.91","2.59","11","5.14","1.79","14","5.4","2.3","5","4.7","1.77","10","4.08","2.07","12","6","2.26","10","4.67","2.74","12","5.44","1.88","9","5","1.94","10","AMB"
"459","RECESSION",0.53921568627451,0.500921302240814,878.006468142675,278.689389040544,0.53921568627451,0.46078431372549,"9","2223","7.71","6","3","3","737.03","1","666.67","1","9950","2.68","1.86","19","4.7","2.6","20","3","2","24","2.77","2.05","13","2.5","1.52","6","3.2","1.92","5","5.2","2.65","15","3.31","1.25","13","2.64","2.66","11","3.33","2.4","9","2.1","0.99","10","4.29","2.69","7","4.92","2.63","13","3.45","2.25","11","2.62","1.76","13","2.78","2.33","9","2.6","1.43","10","3.6","2.22","10","5.8","2.57","10","3.78","2.33","9","2.53","1.68","15","NEG"
"469","RESORT",0.441176470588235,0.498979739499495,880.266182806783,479.622447487218,0.558823529411765,0.441176470588235,"6","8927","9.1","6","2","1","632.35","1","634.22","1","10265","7.76","1.3","21","4.16","2.29","25","6.09","2.29","22","8","0.93","8","7.62","1.5","13","4.38","2.93","13","3.92","1.38","12","6.23","2.13","13","5.89","2.62","9","8.25","0.89","8","7.67","1.3","12","4.43","2.34","14","3.82","2.27","11","6.17","1.9","12","6","2.79","10","7.5","1.58","10","8","1","11","4.59","2.5","17","3.25","1.49","8","6.4","2.5","10","5.83","2.17","12","POS"
"471","RETREAT",0.617647058823529,0.48836193458303,959.811860449092,460.978776584451,0,1,"7","3082","8.03","6","2","1","727.2","0.94","620.64","1","10321","4.92","2.58","25","4.12","2.49","25","4.68","2.36","19","3.7","2.45","10","5.73","2.4","15","4.83","2.56","6","3.94","2.55","18","4","2.08","7","5.08","2.5","12","4.5","2.53","18","6","2.58","7","4.43","2.74","14","3.8","2.3","10","4.11","2.67","9","5.2","2.04","10","4.53","2.59","15","5.5","2.59","10","4.25","2.79","16","3.89","1.96","9","4.45","2.54","11","5","2.2","8","AMB"
"473","REVOLUTION",0.470588235294118,0.501599073714566,978.068335311168,462.259569659035,0,1,"10","13497","9.51","8","4","2","679.36","0.97","652.21","1","10355","4.81","1.99","21","5.68","2.32","22","5.23","2.41","26","5.18","1.99","11","4.4","2.01","10","5.2","2.1","10","6.08","2.5","12","6.09","2.21","11","4.64","2.5","14","5.4","2.17","10","4.27","1.74","11","5.5","2.55","10","5.83","2.21","12","6.12","2.32","17","3.5","1.69","8","4.92","2.4","13","4.62","1.19","8","6","2.42","14","5.12","2.17","8","5.47","2.65","17","4.78","1.92","9","AMB"
"476","RING",0.42156862745098,0.49624879000384,878.441514794591,428.635507491895,0.57843137254902,0.42156862745098,"4","44167","10.7","3","1","1","545.33","1","582.58","1","10409","7.09","1.48","22","4.43","2.66","21","5.44","2.15","18","6.33","1.03","6","7.47","1.55","15","4.29","3.04","7","4.5","2.56","14","5.56","2.46","9","5.62","1.85","8","7.29","1.49","14","6.86","1.57","7","4.56","3.05","9","4.33","2.46","12","5.9","2.73","10","4.88","0.99","8","7.07","1.33","14","7.12","1.81","8","4.33","3.56","6","4.47","2.36","15","5.8","2.78","10","5","0.93","8","POS"
"484","RUSH",0.519607843137255,0.502082636030388,962.754609257989,500.949865966568,0,1,"4","27949","10.24","3","1","1","628.17","0.97","550.15","1","10561","4.05","2.09","21","6.55","2.46","20","6.79","1.99","19","4.85","1.95","13","2.75","1.67","8","7.14","1.57","7","6.23","2.83","13","6.86","2.12","7","6.75","2.01","12","4.58","2.23","12","3.33","1.73","9","6.78","2.68","9","6.36","2.38","11","6.7","2.26","10","6.89","1.76","9","4.67","2.19","12","3.22","1.72","9","7.29","0.95","7","6.15","2.94","13","7","2.52","7","6.67","1.72","12","AMB"
"490","SHAKE",0.549019607843137,0.500048531909845,953.796130531774,396.421717808526,0,1,"5","5292","8.57","3","1","1","556.12","0.97","639.52","1","10991","4.59","1.82","22","5.2","2.71","20","6.37","2.11","19","4.92","1.98","13","4.11","1.54","9","5.29","2.63","7","5.15","2.85","13","6.29","2.56","7","6.42","1.93","12","4.42","2.11","12","4.8","1.48","10","4.67","2.87","9","5.64","2.62","11","6.5","2.46","10","6.22","1.79","9","4","1.65","12","5.3","1.83","10","4.86","1.77","7","5.38","3.15","13","7.29","1.89","7","5.83","2.12","12","AMB"
"498","SHRED",0.617647058823529,0.48836193458303,878.347597161612,410.305891643595,0,1,"5","1446","7.28","4","1","1","620.78","0.94","650.25","1","11110","4.53","2.39","19","3.7","2.1","23","5.32","1.95","19","4.67","1.8","9","4.4","2.91","10","3.57","2.76","7","3.87","1.85","15","5.2","2.1","10","5.44","1.88","9","4.33","2.83","9","4.7","2.06","10","3.4","2.59","10","4.08","1.68","12","4.5","1.6","8","5.8","2.1","10","4.42","2.47","12","4.71","2.43","7","3.7","2.2","20","3.67","1.53","3","4.5","1.6","8","5.91","2.02","11","AMB"
"514","SNAPPY",0.529411764705882,0.501599073714566,930.690781103189,505.218417241674,0,1,"6","886","6.79","5","2","2","603.91","1","670.42","1","11382","5.55","2.18","22","5.05","2.56","21","5.68","2.21","22","6.07","2.23","14","4.62","1.85","8","5","2.76","11","5","2.6","9","6.17","1.94","6","5.5","2.34","16","5.1","2.42","10","5.92","1.98","12","4.36","2.77","11","5.8","2.2","10","5.85","1.72","13","5.44","2.88","9","5.58","2.47","12","5.5","1.9","10","5.08","2.99","13","5","1.85","8","5.83","1.99","12","5.5","2.55","10","AMB"
"516","SOB",0.598039215686274,0.492715328040957,910.551275355804,712.559886795075,0.598039215686274,0.401960784313726,"3","1631","7.4","3","1","1","666.41","0.94","631.89","1","11430","2.65","1.81","20","4.89","2.76","18","3.29","2.31","24","2.6","1.14","5","2.67","2.02","15","5.2","2.77","5","4.77","2.86","13","3","2.12","13","3.64","2.58","11","3","2.36","10","2.3","1.06","10","5.29","2.81","7","4.64","2.84","11","3.62","2.58","16","2.62","1.6","8","2.21","1.05","14","3.67","2.8","6","5.17","2.62","12","4.33","3.2","6","3.4","2.32","15","3.11","2.42","9","NEG"
"519","SOULFUL",0.470588235294118,0.501599073714566,915.290580513869,639.5760478915,0.529411764705882,0.470588235294118,"7","229","5.43","5","2","2","712.19","0.94","662.54","1","11500","7.1","1.25","20","5.68","2.93","19","6.38","1.94","26","7.36","1.43","11","6.78","0.97","9","6.33","1.86","6","5.38","3.33","13","6.15","1.82","13","6.62","2.1","13","7","1.18","11","7.22","1.39","9","5.1","3.07","10","6.33","2.78","9","6.53","2","17","6.11","1.9","9","7.1","1.29","10","7.1","1.29","10","5.42","3.12","12","6.14","2.73","7","6.25","1.91","16","6.6","2.07","10","POS"
"530","STEAL",0.617647058823529,0.48836193458303,1267.40681798663,4696.13961636247,0.617647058823529,0.382352941176471,"5","11268","9.33","4","1","1","588.62","0.97","706.5","1","11789","2.17","1.15","18","5.3","2.79","20","3","1.85","18","2.38","1.06","8","2","1.25","10","6.29","1.5","7","4.77","3.22","13","2.73","1.42","11","3.43","2.44","7","2.27","1.01","11","2","1.41","7","5.44","3.13","9","5.18","2.64","11","2.91","1.87","11","3.14","1.95","7","2.25","1.29","12","2","0.89","6","4.75","2.77","12","6.12","2.8","8","2.44","1.42","9","3.56","2.13","9","NEG"
"539","STUN",0.598039215686274,0.492715328040957,876.106373578305,393.936653547141,0,1,"4","1780","7.48","4","1","1","794.46","0.85","628.33","1","11960","4.55","1.9","20","5.5","2.31","20","4.19","2.36","21","4","1.67","6","4.79","2.01","14","5.25","2.19","8","5.67","2.46","12","4.55","2.66","11","3.8","2.04","10","4.33","2.07","6","4.64","1.91","14","5.2","2.53","10","5.8","2.15","10","4.57","2.77","14","3.43","0.98","7","4","2","7","4.85","1.86","13","5.79","2.58","14","4.83","1.47","6","4","2.37","12","4.44","2.46","9","AMB"
"552","SURVIVAL",0.480392156862745,0.502082636030388,909.781864313743,420.742864989169,0.519607843137255,0.480392156862745,"8","9737","9.18","6","3","3","684.88","1","653.37","1","12148","7.05","2.31","21","5.4","2.68","20","5.86","2.03","21","6.33","1.51","6","7.33","2.55","15","6","2.62","8","5","2.76","12","5.64","1.63","11","6.1","2.47","10","7.5","1.76","6","6.87","2.53","15","5.9","2.42","10","4.9","2.96","10","5.43","2.31","14","6.71","0.95","7","5.71","2.69","7","7.71","1.86","14","5.36","2.87","14","5.5","2.43","6","5.42","2.19","12","6.44","1.74","9","POS"
"563","TERMINAL",0.598039215686274,0.492715328040957,913.400583161048,434.429382549077,0,1,"8","24678","10.11","6","3","2","630.47","1","681.13","1","12429","4.27","2.03","22","3.68","2.32","22","4.15","2.54","20","4.25","2.25","8","4.29","1.98","14","4","2.49","10","3.42","2.23","12","5.57","2.44","7","3.38","2.33","13","4.45","1.86","11","4.09","2.26","11","4","2.05","11","3.36","2.62","11","4.67","2.5","15","2.6","2.19","5","4.3","1.57","10","4.25","2.42","12","3.8","1.87","10","3.58","2.71","12","3.9","2.88","10","4.4","2.27","10","AMB"
"568","THICK",0.549019607843137,0.500048531909845,976.391372627643,382.020065966296,0,1,"5","11429","9.34","3","1","1","662.41","0.91","650.85","0.96","12487","4.63","1.57","19","3.13","1.98","23","5.72","2.22","18","5.25","1.91","8","4.18","1.17","11","3.91","2.3","11","2.42","1.38","12","6.2","1.69","10","5.12","2.75","8","5.33","1.97","6","4.25","1.36","12","3.55","2.25","11","2.75","1.71","12","6","2.71","7","5.55","1.97","11","4.75","1.82","12","4.43","1.13","7","2.82","1.78","11","3.42","2.19","12","5.78","2.49","9","5.67","2.06","9","AMB"
"574","TRAFFIC",0.598039215686274,0.492715328040957,897.373139450254,341.963744577221,0,1,"7","25455","10.14","6","2","1","584.35","0.97","582.71","1","12707","2.18","1.05","22","5.25","3.13","20","5.58","2.61","19","2.31","1.11","13","2","1","9","6.29","2.56","7","4.69","3.35","13","6.14","2.34","7","5.25","2.8","12","1.92","1.16","12","2.5","0.85","10","5.11","3.22","9","5.36","3.2","11","6.5","2.22","10","4.56","2.74","9","2","1.21","12","2.4","0.84","10","4.71","3.3","7","5.54","3.13","13","6.71","2.21","7","4.92","2.68","12","NEG"
"581","TRICK",0.519607843137255,0.502082636030388,909.814605368591,401.910421592104,0,1,"5","15658","9.66","4","1","1","619.06","1","584.37","1","12809","4.89","1.45","18","5.57","2.73","21","3.22","1.56","18","5.12","1.25","8","4.7","1.64","10","5","2.94","7","5.86","2.68","14","3.45","1.44","11","2.86","1.77","7","4.91","1.58","11","4.86","1.35","7","6.44","2.4","9","4.92","2.87","12","3","1.61","11","3.57","1.51","7","4.67","1.5","12","5.33","1.37","6","5.17","2.82","12","6.11","2.67","9","3.56","1.67","9","2.89","1.45","9","AMB"
