Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-itsc,branch-le1y,branch-369y,branch-xcm8,randomiser-jf65,branch-asih,quota-t18w,branch-fqz7,branch-ho4r,quota-qptq,branch-rpm3,quota-xbdv,quota-qd5n,quota-bgsj,quota-xwhm,quota-3pu1,quota-rltk,quota-h2u6,quota-a1h7,quota-8mkn,quota-63lu,branch-crxk,branch-elfm,branch-mikh,branch-nctw,branch-zc37,branch-4mwx,branch-j73a,branch-fkxh,branch-lji3,quota-hzw3,branch-mmja,counterbalance-m678,checkpoint-gr3y,checkpoint-3jg6,randomiser-2tba,counterbalance-93ib,counterbalance-9xcr,counterbalance-wbyz,counterbalance-vply,counterbalance-hleo,checkpoint-abe5,branch-e22y,counterbalance-ulkf,branch-t3qc,counterbalance-mcio,counterbalance-3v2j,counterbalance-t9rn,counterbalance-bi4u,counterbalance-8ump,randomiser-kh5p,counterbalance-dozd,counterbalance-wch9,counterbalance-sg3w,counterbalance-o3nf,counterbalance-eu1d,counterbalance-8zsd,counterbalance-u2fx,counterbalance-e4l7,counterbalance-7mrq,counterbalance-s1b5,counterbalance-2v12,counterbalance-g69h,branch-2s1m,order-j7mk,branch-qjxq,checkpoint-27dz,branch-8rrr,branch-5rfv,branch-59ox,branch-njci,branch-di17,branch-gjr2,branch-1dat,branch-drsz,branch-21pl,branch-y4xh,branch-qzep,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
3,1574697453743,25/11/2019 15:57:33,1574697453053,-5,25/11/2019 10:57:33,10365,5,task-1ohd,,3415248,A3DMZISDAHNJIZ,967107,,complete,cbgfdh,,computer,Desktop or Laptop,Windows 7,Chrome 78.0.3904.97,1152x720,1152x616,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,,,,,,ACCEPT,,,≥38,≥43,≥48,≥53,≥58,≥63,≤67,,,,,,,,Orders 8 and 10,,,,order10,,,,,Continue,,,,,order8,,,,,,,,,,,,,,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,,Continue,,,,,,,,,,END TASK,,,,,39112,,,0,1,0,,,,,,
1,1574689376187,25/11/2019 13:42:56,1574689375382,-5,25/11/2019 08:42:55,10365,5,task-1ohd,,3413964,A68UG55LKRKMS,966550,,complete,srhwkl,,computer,Desktop or Laptop,Windows 10,Firefox 70.0,1920x1080,1920x966,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,,,,,ACCEPT,,,,≥38,≥43,≥48,≥53,≥58,≤62,,,,,,,,,Orders 11 and 12,,,,,order12,,,,Continue,,,,order11,,,,,,,,,,,,,,,Continue,BCADFE,Images loaded ok,approve with $2.15 bonus,,,,,Continue,,,,,,,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1574689386328,25/11/2019 13:43:06,1574689385580,-5,25/11/2019 08:43:05,10365,5,task-1ohd,,3413964,A68UG55LKRKMS,966550,,complete,srhwkl,,computer,Desktop or Laptop,Windows 10,Firefox 70.0,1920x1080,1920x966,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,,,,,ACCEPT,,,,≥38,≥43,≥48,≥53,≥58,≤62,,,,,,,,,Orders 11 and 12,,,,,order12,,,,Continue,,,,order11,,,,,,,,,,,,,,,Continue,BCADFE,Images loaded ok,approve with $2.15 bonus,,,,,Continue,,,,,,,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,10151,,,0,1,0,,,,,,IPANAT Instructions
3,1574689386468,25/11/2019 13:43:06,1574689385583,-5,25/11/2019 08:43:05,10365,5,task-1ohd,,3413964,A68UG55LKRKMS,966550,,complete,srhwkl,,computer,Desktop or Laptop,Windows 10,Firefox 70.0,1920x1080,1920x966,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,,,,,ACCEPT,,,,≥38,≥43,≥48,≥53,≥58,≤62,,,,,,,,,Orders 11 and 12,,,,,order12,,,,Continue,,,,order11,,,,,,,,,,,,,,,Continue,BCADFE,Images loaded ok,approve with $2.15 bonus,,,,,Continue,,,,,,,,,END TASK,,,,,10201,,,0,1,0,,,,,,
1,1574630775574,24/11/2019 21:26:15,1574630770179,-5,24/11/2019 16:26:10,10365,5,task-1ohd,,3409941,t5inmn2y,964491,,complete,gbekql,,computer,Desktop or Laptop,Windows 10,Firefox 70.0,1366x768,1366x654,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,,,,,,ACCEPT,,≥38,≥43,≥48,≥53,≥58,≥63,≥68,≤72,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 2 and 4,,order2,,order4,,,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,,,,,,Continue,,,,,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1574630779590,24/11/2019 21:26:19,1574630774291,-5,24/11/2019 16:26:14,10365,5,task-1ohd,,3409941,t5inmn2y,964491,,complete,gbekql,,computer,Desktop or Laptop,Windows 10,Firefox 70.0,1366x768,1366x654,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,,,,,,ACCEPT,,≥38,≥43,≥48,≥53,≥58,≥63,≥68,≤72,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 2 and 4,,order2,,order4,,,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,,,,,,Continue,,,,,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,3984,,,0,1,0,,,,,,IPANAT Instructions
3,1574630779746,24/11/2019 21:26:19,1574630774301,-5,24/11/2019 16:26:14,10365,5,task-1ohd,,3409941,t5inmn2y,964491,,complete,gbekql,,computer,Desktop or Laptop,Windows 10,Firefox 70.0,1366x768,1366x654,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,,,,,,ACCEPT,,≥38,≥43,≥48,≥53,≥58,≥63,≥68,≤72,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 2 and 4,,order2,,order4,,,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,,,,,,Continue,,,,,,,END TASK,,,,,4122,,,0,1,0,,,,,,
1,1574439613888,22/11/2019 16:20:13,1574439616011,-5,22/11/2019 11:20:16,10365,5,task-1ohd,,3397502,AU0KL60G7FCCK,959041,,complete,aqqqnk,,computer,Desktop or Laptop,Windows 7,Chrome 78.0.3904.97,1366x768,1366x657,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,,,,ACCEPT,,,,,≥38,≥43,≥48,≥53,≤57,,,,,,,,,,Orders 5 and 6,,order6,,,,,,,Continue,,,order5,,,,,,,,,,,,,,,,Continue,BCADFE,Images loaded ok,approve with $2.15 bonus,,Continue,,,,,,,,,,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1574439655475,22/11/2019 16:20:55,1574439657632,-5,22/11/2019 11:20:57,10365,5,task-1ohd,,3397502,AU0KL60G7FCCK,959041,,complete,aqqqnk,,computer,Desktop or Laptop,Windows 7,Chrome 78.0.3904.97,1366x768,1366x657,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,,,,ACCEPT,,,,,≥38,≥43,≥48,≥53,≤57,,,,,,,,,,Orders 5 and 6,,order6,,,,,,,Continue,,,order5,,,,,,,,,,,,,,,,Continue,BCADFE,Images loaded ok,approve with $2.15 bonus,,Continue,,,,,,,,,,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,41561.41000000025,,,0,1,0,,,,,,IPANAT Instructions
3,1574439655648,22/11/2019 16:20:55,1574439657637,-5,22/11/2019 11:20:57,10365,5,task-1ohd,,3397502,AU0KL60G7FCCK,959041,,complete,aqqqnk,,computer,Desktop or Laptop,Windows 7,Chrome 78.0.3904.97,1366x768,1366x657,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,,,,ACCEPT,,,,,≥38,≥43,≥48,≥53,≤57,,,,,,,,,,Orders 5 and 6,,order6,,,,,,,Continue,,,order5,,,,,,,,,,,,,,,,Continue,BCADFE,Images loaded ok,approve with $2.15 bonus,,Continue,,,,,,,,,,,,END TASK,,,,,41626,,,0,1,0,,,,,,
1,1574426868131,22/11/2019 12:47:48,1574426867338,-5,22/11/2019 07:47:47,10365,5,task-1ohd,,3395564,AMG800JQZGS2E,958442,,complete,ggjqhj,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.97,1368x912,1368x760,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,,,,,ACCEPT,,,≥38,≥43,≥48,≥53,≥58,≥63,≤67,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 1 and 3,order1,,order3,,,,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,,,,,Continue,,,,,,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1574426894018,22/11/2019 12:48:14,1574426893243,-5,22/11/2019 07:48:13,10365,5,task-1ohd,,3395564,AMG800JQZGS2E,958442,,complete,ggjqhj,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.97,1368x912,1368x760,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,,,,,ACCEPT,,,≥38,≥43,≥48,≥53,≥58,≥63,≤67,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 1 and 3,order1,,order3,,,,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,,,,,Continue,,,,,,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,25854.009999893606,,,0,1,0,,,,,,IPANAT Instructions
3,1574426894205,22/11/2019 12:48:14,1574426893248,-5,22/11/2019 07:48:13,10365,5,task-1ohd,,3395564,AMG800JQZGS2E,958442,,complete,ggjqhj,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.97,1368x912,1368x760,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,,,,,ACCEPT,,,≥38,≥43,≥48,≥53,≥58,≥63,≤67,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 1 and 3,order1,,order3,,,,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,,,,,Continue,,,,,,,,END TASK,,,,,25911,,,0,1,0,,,,,,
END OF FILE
