Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-itsc,branch-le1y,branch-369y,branch-xcm8,randomiser-jf65,branch-asih,quota-t18w,branch-fqz7,branch-ho4r,quota-qptq,branch-rpm3,quota-xbdv,quota-qd5n,quota-bgsj,quota-xwhm,quota-3pu1,quota-rltk,quota-h2u6,quota-a1h7,quota-8mkn,quota-63lu,branch-crxk,branch-elfm,branch-mikh,branch-nctw,branch-zc37,branch-4mwx,branch-j73a,branch-fkxh,branch-lji3,quota-hzw3,branch-mmja,counterbalance-m678,checkpoint-gr3y,checkpoint-3jg6,randomiser-2tba,counterbalance-93ib,counterbalance-9xcr,counterbalance-wbyz,counterbalance-vply,counterbalance-hleo,checkpoint-abe5,branch-e22y,counterbalance-ulkf,branch-t3qc,counterbalance-mcio,counterbalance-3v2j,counterbalance-t9rn,counterbalance-bi4u,counterbalance-8ump,randomiser-kh5p,counterbalance-dozd,counterbalance-wch9,counterbalance-sg3w,counterbalance-o3nf,counterbalance-eu1d,counterbalance-8zsd,counterbalance-u2fx,counterbalance-e4l7,counterbalance-7mrq,counterbalance-s1b5,counterbalance-2v12,counterbalance-g69h,branch-2s1m,order-j7mk,branch-qjxq,checkpoint-27dz,branch-8rrr,branch-5rfv,branch-59ox,branch-njci,branch-di17,branch-gjr2,branch-1dat,branch-drsz,branch-21pl,branch-y4xh,branch-qzep,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
1,1572552643830,31/10/2019 20:10:43,1572552643676,-4,31/10/2019 16:10:43,10365,4,task-1ohd,,3271016,A2ZZ7GUR0MNWDC,908823,,complete,seuaqv,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 76.0.3809.132,1440x900,1427x702,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,,ACCEPT,,,,,,≥38,≥43,≥48,≤52,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 5 and 6,,,,,order6,order5,,,,,,,Continue,BCADFE,Images loaded ok,approve with $2.15 bonus,,,,,,,,Continue,,,,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1572552670761,31/10/2019 20:11:10,1572552670613,-4,31/10/2019 16:11:10,10365,4,task-1ohd,,3271016,A2ZZ7GUR0MNWDC,908823,,complete,seuaqv,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 76.0.3809.132,1440x900,1427x702,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,,ACCEPT,,,,,,≥38,≥43,≥48,≤52,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 5 and 6,,,,,order6,order5,,,,,,,Continue,BCADFE,Images loaded ok,approve with $2.15 bonus,,,,,,,,Continue,,,,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,26908.17499998957,,,0,1,0,,,,,,IPANAT Instructions
3,1572552670886,31/10/2019 20:11:10,1572552670616,-4,31/10/2019 16:11:10,10365,4,task-1ohd,,3271016,A2ZZ7GUR0MNWDC,908823,,complete,seuaqv,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 76.0.3809.132,1440x900,1427x702,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,,ACCEPT,,,,,,≥38,≥43,≥48,≤52,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 5 and 6,,,,,order6,order5,,,,,,,Continue,BCADFE,Images loaded ok,approve with $2.15 bonus,,,,,,,,Continue,,,,,,END TASK,,,,,26940,,,0,1,0,,,,,,
1,1572552835333,31/10/2019 20:13:55,1572552785694,-4,31/10/2019 16:13:05,10365,4,task-1ohd,,3271030,A2JK9URISOXMBQ,908825,,complete,onbdvm,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 61.0,1366x768,1299x639,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,,,,ACCEPT,,,,,≥38,≥43,≥48,≥53,≤57,,,,,,,,,,Orders 11 and 12,,,,,order11,,,,Continue,,,,order11,,,,,,,,,,,,,,,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,,,Continue,,,,,,,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1572552849704,31/10/2019 20:14:09,1572552800085,-4,31/10/2019 16:13:20,10365,4,task-1ohd,,3271030,A2JK9URISOXMBQ,908825,,complete,onbdvm,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 61.0,1366x768,1299x639,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,,,,ACCEPT,,,,,≥38,≥43,≥48,≥53,≤57,,,,,,,,,,Orders 11 and 12,,,,,order11,,,,Continue,,,,order11,,,,,,,,,,,,,,,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,,,Continue,,,,,,,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,14264,,,0,1,0,,,,,,IPANAT Instructions
3,1572552849923,31/10/2019 20:14:09,1572552800099,-4,31/10/2019 16:13:20,10365,4,task-1ohd,,3271030,A2JK9URISOXMBQ,908825,,complete,onbdvm,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 61.0,1366x768,1299x639,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,,,,ACCEPT,,,,,≥38,≥43,≥48,≥53,≤57,,,,,,,,,,Orders 11 and 12,,,,,order11,,,,Continue,,,,order11,,,,,,,,,,,,,,,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,,,Continue,,,,,,,,,END TASK,,,,,14405,,,0,1,0,,,,,,
1,1572552990985,31/10/2019 20:16:30,1572552991672,-4,31/10/2019 16:16:31,10365,4,task-1ohd,,3271040,A2CAMPAA7650H2,908828,,complete,tbgtrc,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1366x768,1336x578,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,,,,,Orders 8 and 10,,,,order10,,,,,Continue,,,,,order10,,,,,,,,,,,,,,Continue,DECFBA,Images loaded ok,approve with $2.15 bonus,,,,Continue,,,,,,,,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1572553027256,31/10/2019 20:17:07,1572553027994,-4,31/10/2019 16:17:07,10365,4,task-1ohd,,3271040,A2CAMPAA7650H2,908828,,complete,tbgtrc,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1366x768,1336x578,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,,,,,Orders 8 and 10,,,,order10,,,,,Continue,,,,,order10,,,,,,,,,,,,,,Continue,DECFBA,Images loaded ok,approve with $2.15 bonus,,,,Continue,,,,,,,,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,36273.13999994658,,,0,1,0,,,,,,IPANAT Instructions
3,1572553027503,31/10/2019 20:17:07,1572553028000,-4,31/10/2019 16:17:08,10365,4,task-1ohd,,3271040,A2CAMPAA7650H2,908828,,complete,tbgtrc,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1366x768,1336x578,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,,,,,Orders 8 and 10,,,,order10,,,,,Continue,,,,,order10,,,,,,,,,,,,,,Continue,DECFBA,Images loaded ok,approve with $2.15 bonus,,,,Continue,,,,,,,,,,END TASK,,,,,36328,,,0,1,0,,,,,,
1,1572553944769,31/10/2019 20:32:24,1572553944771,-4,31/10/2019 16:32:24,10365,4,task-1ohd,,3271126,A340UT8QM6525W,908849,,complete,cbxlak,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1366x768,1366x635,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≤32,ACCEPT,,,,,,,,,,,,,,,,,,,,,order1,,,Orders 1 and 3,,,,,,,Continue,order3,Continue,,,,,,,,,,,,,,,,,,,Continue,FAEBDC,Images loaded ok,approve with $2.15 bonus,,,,,,,,,,,,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1572553948169,31/10/2019 20:32:28,1572553948236,-4,31/10/2019 16:32:28,10365,4,task-1ohd,,3271126,A340UT8QM6525W,908849,,complete,cbxlak,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1366x768,1366x635,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≤32,ACCEPT,,,,,,,,,,,,,,,,,,,,,order1,,,Orders 1 and 3,,,,,,,Continue,order3,Continue,,,,,,,,,,,,,,,,,,,Continue,FAEBDC,Images loaded ok,approve with $2.15 bonus,,,,,,,,,,,,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,3335.4350000154227,,,0,1,0,,,,,,IPANAT Instructions
3,1572553948388,31/10/2019 20:32:28,1572553948249,-4,31/10/2019 16:32:28,10365,4,task-1ohd,,3271126,A340UT8QM6525W,908849,,complete,cbxlak,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1366x768,1366x635,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≤32,ACCEPT,,,,,,,,,,,,,,,,,,,,,order1,,,Orders 1 and 3,,,,,,,Continue,order3,Continue,,,,,,,,,,,,,,,,,,,Continue,FAEBDC,Images loaded ok,approve with $2.15 bonus,,,,,,,,,,,,,,END TASK,,,,,3479,,,0,1,0,,,,,,
1,1572553972090,31/10/2019 20:32:52,1572553970948,-4,31/10/2019 16:32:50,10365,4,task-1ohd,,3271129,A31BA1WLSWUSY1,908850,,complete,mwvgky,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1920x1080,1920x1007,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,ACCEPT,,,,,,,≥38,≥43,≤47,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 2 and 4,,order4,,order4,,,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,,,,,,Continue,,,,,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1572553999118,31/10/2019 20:33:19,1572553998021,-4,31/10/2019 16:33:18,10365,4,task-1ohd,,3271129,A31BA1WLSWUSY1,908850,,complete,mwvgky,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1920x1080,1920x1007,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,ACCEPT,,,,,,,≥38,≥43,≤47,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 2 and 4,,order4,,order4,,,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,,,,,,Continue,,,,,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,27055.624999920838,,,0,1,0,,,,,,IPANAT Instructions
3,1572553999273,31/10/2019 20:33:19,1572553998024,-4,31/10/2019 16:33:18,10365,4,task-1ohd,,3271129,A31BA1WLSWUSY1,908850,,complete,mwvgky,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1920x1080,1920x1007,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,ACCEPT,,,,,,,≥38,≥43,≤47,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 2 and 4,,order4,,order4,,,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,,,,,,Continue,,,,,,,END TASK,,,,,27076,,,0,1,0,,,,,,
1,1572553986897,31/10/2019 20:33:06,1572553989968,-5,31/10/2019 15:33:09,10365,4,task-1ohd,,3271132,A2Y0WNHMT4PZ4C,908848,,complete,liamse,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1366x768,1366x657,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,,,ACCEPT,,,,,,≥38,≥43,≥48,≤52,,,,,,,,,,,Orders 11 and 12,,,,,order12,,,,Continue,,,,order12,,,,,,,,,,,,,,,Continue,BCADFE,Images loaded ok,approve with $2.15 bonus,,,,,Continue,,,,,,,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1572554019895,31/10/2019 20:33:39,1572554023043,-5,31/10/2019 15:33:43,10365,4,task-1ohd,,3271132,A2Y0WNHMT4PZ4C,908848,,complete,liamse,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1366x768,1366x657,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,,,ACCEPT,,,,,,≥38,≥43,≥48,≤52,,,,,,,,,,,Orders 11 and 12,,,,,order12,,,,Continue,,,,order12,,,,,,,,,,,,,,,Continue,BCADFE,Images loaded ok,approve with $2.15 bonus,,,,,Continue,,,,,,,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,33025.1050000079,,,0,1,0,,,,,,IPANAT Instructions
3,1572554020098,31/10/2019 20:33:40,1572554023048,-5,31/10/2019 15:33:43,10365,4,task-1ohd,,3271132,A2Y0WNHMT4PZ4C,908848,,complete,liamse,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1366x768,1366x657,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,,,ACCEPT,,,,,,≥38,≥43,≥48,≤52,,,,,,,,,,,Orders 11 and 12,,,,,order12,,,,Continue,,,,order12,,,,,,,,,,,,,,,Continue,BCADFE,Images loaded ok,approve with $2.15 bonus,,,,,Continue,,,,,,,,,END TASK,,,,,33081,,,0,1,0,,,,,,
1,1572554210600,31/10/2019 20:36:50,1572554210455,-7,31/10/2019 13:36:50,10365,4,task-1ohd,,3271166,16j9g5bb,908857,,complete,ysyknb,,computer,Desktop or Laptop,Linux x86_64,Chrome 70.0.3538.77,1920x1080,1853x981,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 1 and 3,order1,,order1,,,,,,,,,,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,,,,Continue,,,,,,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1572554223024,31/10/2019 20:37:03,1572554222910,-7,31/10/2019 13:37:02,10365,4,task-1ohd,,3271166,16j9g5bb,908857,,complete,ysyknb,,computer,Desktop or Laptop,Linux x86_64,Chrome 70.0.3538.77,1920x1080,1853x981,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 1 and 3,order1,,order1,,,,,,,,,,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,,,,Continue,,,,,,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,12413.700000000972,,,0,1,0,,,,,,IPANAT Instructions
3,1572554223211,31/10/2019 20:37:03,1572554222913,-7,31/10/2019 13:37:02,10365,4,task-1ohd,,3271166,16j9g5bb,908857,,complete,ysyknb,,computer,Desktop or Laptop,Linux x86_64,Chrome 70.0.3538.77,1920x1080,1853x981,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 1 and 3,order1,,order1,,,,,,,,,,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,,,,Continue,,,,,,,,END TASK,,,,,12458,,,0,1,0,,,,,,
1,1572554569273,31/10/2019 20:42:49,1572554567934,-5,31/10/2019 15:42:47,10365,4,task-1ohd,,3271196,l59w6qrs,908867,,complete,bmrtzs,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1366x768,1366x657,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,,,,,ACCEPT,,,,≥38,≥43,≥48,≥53,≥58,≤62,,,,,,,,,Orders 2 and 4,order4,,,,,,,,Continue,,order2,,,,,,,,,,,,,,,,,Continue,DECFBA,Images loaded ok,approve with $2.15 bonus,Continue,,,,,,,,,,,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1572554575742,31/10/2019 20:42:55,1572554574237,-5,31/10/2019 15:42:54,10365,4,task-1ohd,,3271196,l59w6qrs,908867,,complete,bmrtzs,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1366x768,1366x657,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,,,,,ACCEPT,,,,≥38,≥43,≥48,≥53,≥58,≤62,,,,,,,,,Orders 2 and 4,order4,,,,,,,,Continue,,order2,,,,,,,,,,,,,,,,,Continue,DECFBA,Images loaded ok,approve with $2.15 bonus,Continue,,,,,,,,,,,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,5960.860000021057,,,0,1,0,,,,,,IPANAT Instructions
3,1572554576508,31/10/2019 20:42:56,1572554574251,-5,31/10/2019 15:42:54,10365,4,task-1ohd,,3271196,l59w6qrs,908867,,complete,bmrtzs,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1366x768,1366x657,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,,,,,ACCEPT,,,,≥38,≥43,≥48,≥53,≥58,≤62,,,,,,,,,Orders 2 and 4,order4,,,,,,,,Continue,,order2,,,,,,,,,,,,,,,,,Continue,DECFBA,Images loaded ok,approve with $2.15 bonus,Continue,,,,,,,,,,,,,END TASK,,,,,6316,,,0,1,0,,,,,,
1,1572554755978,31/10/2019 20:45:55,1572554897415,-4,31/10/2019 16:48:17,10365,4,task-1ohd,,3271216,ANKDLLQHHM2OH,908875,,complete,povkpq,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x969,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 2 and 4,,order2,,order2,,,,,,,,,Continue,EFDACB,Images loaded ok,approve with $2.15 bonus,,,,,,,Continue,,,,,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1572554785818,31/10/2019 20:46:25,1572554927287,-4,31/10/2019 16:48:47,10365,4,task-1ohd,,3271216,ANKDLLQHHM2OH,908875,,complete,povkpq,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x969,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 2 and 4,,order2,,order2,,,,,,,,,Continue,EFDACB,Images loaded ok,approve with $2.15 bonus,,,,,,,Continue,,,,,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,29845.76499997638,,,0,1,0,,,,,,IPANAT Instructions
3,1572554785989,31/10/2019 20:46:25,1572554927289,-4,31/10/2019 16:48:47,10365,4,task-1ohd,,3271216,ANKDLLQHHM2OH,908875,,complete,povkpq,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x969,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 2 and 4,,order2,,order2,,,,,,,,,Continue,EFDACB,Images loaded ok,approve with $2.15 bonus,,,,,,,Continue,,,,,,,END TASK,,,,,29874,,,0,1,0,,,,,,
1,1572555128690,31/10/2019 20:52:08,1572555139584,-4,31/10/2019 16:52:19,10365,4,task-1ohd,,3271250,A1SMT4I1ESNON1,908880,,complete,ispmee,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x937,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,,,ACCEPT,,,,,,≥38,≥43,≥48,≤52,,,,,,,,,,,Orders 8 and 10,,,,order10,,,,,Continue,,,,,order8,,,,,,,,,,,,,,Continue,FAEBDC,Images loaded ok,approve with $2.15 bonus,,,,Continue,,,,,,,,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1572555309449,31/10/2019 20:55:09,1572555320109,-4,31/10/2019 16:55:20,10365,4,task-1ohd,,3271250,A1SMT4I1ESNON1,908880,,complete,ispmee,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x937,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,,,ACCEPT,,,,,,≥38,≥43,≥48,≤52,,,,,,,,,,,Orders 8 and 10,,,,order10,,,,,Continue,,,,,order8,,,,,,,,,,,,,,Continue,FAEBDC,Images loaded ok,approve with $2.15 bonus,,,,Continue,,,,,,,,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,180484.98499998823,,,0,1,0,,,,,,IPANAT Instructions
3,1572555309608,31/10/2019 20:55:09,1572555320113,-4,31/10/2019 16:55:20,10365,4,task-1ohd,,3271250,A1SMT4I1ESNON1,908880,,complete,ispmee,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x937,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,,,ACCEPT,,,,,,≥38,≥43,≥48,≤52,,,,,,,,,,,Orders 8 and 10,,,,order10,,,,,Continue,,,,,order8,,,,,,,,,,,,,,Continue,FAEBDC,Images loaded ok,approve with $2.15 bonus,,,,Continue,,,,,,,,,,END TASK,,,,,180529,,,0,1,0,,,,,,
1,1572555521511,31/10/2019 20:58:41,1572555521388,-4,31/10/2019 16:58:41,10365,4,task-1ohd,,3271290,AGJYT4WO2FOCC,908890,,complete,ecihee,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 69.0,1366x768,1322x679,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 5 and 6,,,,,order6,order6,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,,,,,,,Continue,,,,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1572555539590,31/10/2019 20:58:59,1572555539500,-4,31/10/2019 16:58:59,10365,4,task-1ohd,,3271290,AGJYT4WO2FOCC,908890,,complete,ecihee,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 69.0,1366x768,1322x679,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 5 and 6,,,,,order6,order6,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,,,,,,,Continue,,,,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,18032,,,0,1,0,,,,,,IPANAT Instructions
3,1572555539750,31/10/2019 20:58:59,1572555539508,-4,31/10/2019 16:58:59,10365,4,task-1ohd,,3271290,AGJYT4WO2FOCC,908890,,complete,ecihee,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 69.0,1366x768,1322x679,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 5 and 6,,,,,order6,order6,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,,,,,,,Continue,,,,,,END TASK,,,,,18121,,,0,1,0,,,,,,
1,1572555940911,31/10/2019 21:05:40,1572555939781,-4,31/10/2019 17:05:39,10365,4,task-1ohd,,3271323,A2HG1N3BVQO6I,908902,,complete,mzdbxn,,computer,Desktop or Laptop,Chromium OS 12371.75.0,Chrome 77.0.3865.105,1092x614,1092x487,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,,,,ACCEPT,,,,≥38,≥43,≥48,≥53,≥58,≤62,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 11 and 12,,,,,,,,order12,,,,order11,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,,,,,,,,,Continue,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1572555970875,31/10/2019 21:06:10,1572555969797,-4,31/10/2019 17:06:09,10365,4,task-1ohd,,3271323,A2HG1N3BVQO6I,908902,,complete,mzdbxn,,computer,Desktop or Laptop,Chromium OS 12371.75.0,Chrome 77.0.3865.105,1092x614,1092x487,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,,,,ACCEPT,,,,≥38,≥43,≥48,≥53,≥58,≤62,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 11 and 12,,,,,,,,order12,,,,order11,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,,,,,,,,,Continue,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,29967.86499999871,,,0,1,0,,,,,,IPANAT Instructions
