Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-itsc,branch-le1y,branch-369y,branch-xcm8,randomiser-jf65,branch-asih,quota-t18w,branch-fqz7,branch-ho4r,quota-qptq,branch-rpm3,quota-xbdv,quota-qd5n,quota-bgsj,quota-xwhm,quota-3pu1,quota-rltk,quota-h2u6,quota-a1h7,quota-8mkn,quota-63lu,branch-crxk,branch-elfm,branch-mikh,branch-nctw,branch-zc37,branch-4mwx,branch-j73a,branch-fkxh,branch-lji3,quota-hzw3,branch-mmja,counterbalance-m678,checkpoint-gr3y,checkpoint-3jg6,randomiser-2tba,counterbalance-93ib,counterbalance-9xcr,counterbalance-wbyz,counterbalance-vply,counterbalance-hleo,checkpoint-abe5,branch-e22y,branch-9yk5,branch-v8wy,counterbalance-ulkf,branch-t3qc,counterbalance-mcio,branch-gm4e,counterbalance-3v2j,counterbalance-t9rn,counterbalance-bi4u,counterbalance-8ump,branch-h1nb,branch-5t3u,randomiser-kh5p,counterbalance-dozd,counterbalance-wch9,branch-9rgz,counterbalance-sg3w,branch-kzla,counterbalance-o3nf,counterbalance-eu1d,counterbalance-8zsd,branch-kht5,counterbalance-u2fx,counterbalance-e4l7,counterbalance-7mrq,counterbalance-s1b5,counterbalance-2v12,counterbalance-g69h,branch-ufjm,branch-qt1t,branch-1cbs,branch-2s1m,order-j7mk,branch-qjxq,checkpoint-27dz,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
1,1571941385246,24/10/2019 18:23:05,1571941384089,-6,24/10/2019 12:23:04,10365,2,task-1ohd,,3243872,A32W24TWSWXW,899919,,complete,dmnxdu,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1920x1080,1381x920,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,,ACCEPT,,,,,,≥38,≥43,≥48,≤52,,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 7 and 9,,,,,,,,,,order9,,,order7,,,Continue,,,Continue,BCADFE,Images loaded ok,approve with $2.15 bonus,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1571941403540,24/10/2019 18:23:23,1571941402741,-6,24/10/2019 12:23:22,10365,2,task-1ohd,,3243872,A32W24TWSWXW,899919,,complete,dmnxdu,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1920x1080,1381x920,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,,ACCEPT,,,,,,≥38,≥43,≥48,≤52,,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 7 and 9,,,,,,,,,,order9,,,order7,,,Continue,,,Continue,BCADFE,Images loaded ok,approve with $2.15 bonus,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,18569.88500012085,,,0,1,0,,,,,,IPANAT Instructions
3,1571941405446,24/10/2019 18:23:25,1571941402747,-6,24/10/2019 12:23:22,10365,2,task-1ohd,,3243872,A32W24TWSWXW,899919,,complete,dmnxdu,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1920x1080,1381x920,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,,ACCEPT,,,,,,≥38,≥43,≥48,≤52,,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 7 and 9,,,,,,,,,,order9,,,order7,,,Continue,,,Continue,BCADFE,Images loaded ok,approve with $2.15 bonus,,,END TASK,,,,,18658,,,0,1,0,,,,,,
1,1571949202479,24/10/2019 20:33:22,1571949202392,-4,24/10/2019 16:33:22,10365,2,task-1ohd,,3244616,A2GTBBZA2M82NR,900051,,complete,azylxk,,computer,Desktop or Laptop,Windows 10,Firefox 70.0,1920x1080,1920x938,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,,,,,Orders 11 and 12,,,,,order11,,,Continue,,,Continue,,,,,order11,,,,,,,,,,,,,,,,,,,,,,,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1571949223799,24/10/2019 20:33:43,1571949223765,-4,24/10/2019 16:33:43,10365,2,task-1ohd,,3244616,A2GTBBZA2M82NR,900051,,complete,azylxk,,computer,Desktop or Laptop,Windows 10,Firefox 70.0,1920x1080,1920x938,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,,,,,Orders 11 and 12,,,,,order11,,,Continue,,,Continue,,,,,order11,,,,,,,,,,,,,,,,,,,,,,,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,21297,,,0,1,0,,,,,,IPANAT Instructions
3,1571949224002,24/10/2019 20:33:44,1571949223771,-4,24/10/2019 16:33:43,10365,2,task-1ohd,,3244616,A2GTBBZA2M82NR,900051,,complete,azylxk,,computer,Desktop or Laptop,Windows 10,Firefox 70.0,1920x1080,1920x938,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,,,,,Orders 11 and 12,,,,,order11,,,Continue,,,Continue,,,,,order11,,,,,,,,,,,,,,,,,,,,,,,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,END TASK,,,,,21380,,,0,1,0,,,,,,
1,1571952466388,24/10/2019 21:27:46,1571952466934,-4,24/10/2019 17:27:46,10365,2,task-1ohd,,3244815,A3C2DKCZLI304P,900093,,complete,mjpfvq,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1366x768,1366x657,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,,order1,,,Orders 1 and 3,,,,,,,Continue,,,order3,Continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continue,DECFBA,Images loaded ok,approve with $2.15 bonus,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1571952495287,24/10/2019 21:28:15,1571952495911,-4,24/10/2019 17:28:15,10365,2,task-1ohd,,3244815,A3C2DKCZLI304P,900093,,complete,mjpfvq,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1366x768,1366x657,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,,order1,,,Orders 1 and 3,,,,,,,Continue,,,order3,Continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continue,DECFBA,Images loaded ok,approve with $2.15 bonus,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,28872.450000140816,,,0,1,0,,,,,,IPANAT Instructions
3,1571952495460,24/10/2019 21:28:15,1571952495919,-4,24/10/2019 17:28:15,10365,2,task-1ohd,,3244815,A3C2DKCZLI304P,900093,,complete,mjpfvq,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1366x768,1366x657,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,,order1,,,Orders 1 and 3,,,,,,,Continue,,,order3,Continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continue,DECFBA,Images loaded ok,approve with $2.15 bonus,,,END TASK,,,,,28986,,,0,1,0,,,,,,
1,1571954348257,24/10/2019 21:59:08,1571954348998,-6,24/10/2019 15:59:08,10365,2,task-1ohd,,3244908,A3CENIDTHHT4R8,900113,,complete,rlrxxo,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1600x1200,1600x1095,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,,,ACCEPT,,,,,≥38,≥43,≥48,≥53,≤57,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 8 and 10,,,,,,,,,,,,order8,,order10,,,Continue,,Continue,EFDACB,Images loaded ok,approve with $2.15 bonus,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1571954378343,24/10/2019 21:59:38,1571954379081,-6,24/10/2019 15:59:39,10365,2,task-1ohd,,3244908,A3CENIDTHHT4R8,900113,,complete,rlrxxo,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1600x1200,1600x1095,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,,,ACCEPT,,,,,≥38,≥43,≥48,≥53,≤57,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 8 and 10,,,,,,,,,,,,order8,,order10,,,Continue,,Continue,EFDACB,Images loaded ok,approve with $2.15 bonus,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,30031.214999966323,,,0,1,0,,,,,,IPANAT Instructions
3,1571954378563,24/10/2019 21:59:38,1571954379083,-6,24/10/2019 15:59:39,10365,2,task-1ohd,,3244908,A3CENIDTHHT4R8,900113,,complete,rlrxxo,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1600x1200,1600x1095,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,,,ACCEPT,,,,,≥38,≥43,≥48,≥53,≤57,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 8 and 10,,,,,,,,,,,,order8,,order10,,,Continue,,Continue,EFDACB,Images loaded ok,approve with $2.15 bonus,,,END TASK,,,,,30085,,,0,1,0,,,,,,
1,1571959299447,24/10/2019 23:21:39,1571959299190,-4,24/10/2019 19:21:39,10365,2,task-1ohd,,3245107,A1H0HJE05U1WJZ,900152,,complete,dhefai,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1600x900,1600x789,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,,,ACCEPT,,,,,≥38,≥43,≥48,≥53,≤57,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 1 and 3,order1,,Continue,order1,,,,,,,,,,,,,,,Continue,FAEBDC,Images loaded ok,approve with $2.15 bonus,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1571959342924,24/10/2019 23:22:22,1571959342762,-4,24/10/2019 19:22:22,10365,2,task-1ohd,,3245107,A1H0HJE05U1WJZ,900152,,complete,dhefai,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1600x900,1600x789,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,,,ACCEPT,,,,,≥38,≥43,≥48,≥53,≤57,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 1 and 3,order1,,Continue,order1,,,,,,,,,,,,,,,Continue,FAEBDC,Images loaded ok,approve with $2.15 bonus,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,43481.53500002809,,,0,1,0,,,,,,IPANAT Instructions
3,1571959343065,24/10/2019 23:22:23,1571959342769,-4,24/10/2019 19:22:22,10365,2,task-1ohd,,3245107,A1H0HJE05U1WJZ,900152,,complete,dhefai,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1600x900,1600x789,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,,,ACCEPT,,,,,≥38,≥43,≥48,≥53,≤57,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 1 and 3,order1,,Continue,order1,,,,,,,,,,,,,,,Continue,FAEBDC,Images loaded ok,approve with $2.15 bonus,,,END TASK,,,,,43579,,,0,1,0,,,,,,
END OF FILE
